Manuscript H-ID,rec_Title,repository_key (Organisation) H-ID,Short name / acronym,Full name of organisation,Country(ies),repository_key (Organisation) Record Title,idno,iiif manifest
2356,"Paris BnF Manuscrits, fr. 02224",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,fr. 02224,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85397092/manifest.json
2357,"Paris BnF Manuscrits, fr. 05661",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,fr. 05661,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059265h/manifest.json
2358,"Paris BnF Manuscrits, fr. 13167",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,fr. 13167,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061586h/manifest.json
2362,"Paris BnF Manuscrits, lat. 00757",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00757,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/manifest.json
2363,"Paris BnF Manuscrits, lat. 00774A",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00774A,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100361075/manifest.json
2364,"Paris BnF Manuscrits, lat. 00774B",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00774B,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036108m/manifest.json
2365,"Paris BnF Manuscrits, lat. 00774C",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00774C,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036012z/manifest.json
2366,"Paris BnF Manuscrits, lat. 00886",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00886,https://gallica.bnf.fr/iiif/ark:/12148/btv1b104614851/manifest.json
2367,"Paris BnF Manuscrits, lat. 00919",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00919,https://gallica.bnf.fr/iiif/ark:/12148/btv1b520004510/manifest.json
2368,"Paris BnF Manuscrits, lat. 00920",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00920,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52501620s/manifest.json
2369,"Paris BnF Manuscrits, lat. 00921",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00921,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10876333t/manifest.json|https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511233b/manifest.json
2370,"Paris BnF Manuscrits, lat. 00922",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00922,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024762p/manifest.json
2371,"Paris BnF Manuscrits, lat. 00923",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00923,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10537589m/manifest.json
2372,"Paris BnF Manuscrits, lat. 00924",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 00924,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8496557x/manifest.json
2376,"Paris BnF Manuscrits, lat. 01073A",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01073A,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90665847/manifest.json
2377,"Paris BnF Manuscrits, lat. 01077",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01077,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525111708/manifest.json
2379,"Paris BnF Manuscrits, lat. 01079",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01079,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036591q/manifest.json
2380,"Paris BnF Manuscrits, lat. 01082",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01082,https://gallica.bnf.fr/iiif/ark:/12148/btv1b84516336/manifest.json
2382,"Paris BnF Manuscrits, lat. 01156A",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01156A,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000466t/manifest.json
2383,"Paris BnF Manuscrits, lat. 01156B",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01156B,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502614h/manifest.json
2384,"Paris BnF Manuscrits, lat. 01157",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01157,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024825r/manifest.json
2385,"Paris BnF Manuscrits, lat. 01158",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01158,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532608h/manifest.json
2386,"Paris BnF Manuscrits, lat. 01159",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01159,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100345449/manifest.json
2387,"Paris BnF Manuscrits, lat. 01160",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01160,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100248249/manifest.json
2388,"Paris BnF Manuscrits, lat. 01161",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01161,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515743q/manifest.json
2389,"Paris BnF Manuscrits, lat. 01162",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01162,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100386783/manifest.json
2390,"Paris BnF Manuscrits, lat. 01163",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01163,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100241503/manifest.json
2392,"Paris BnF Manuscrits, lat. 01165",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01165,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024149q/manifest.json
2393,"Paris BnF Manuscrits, lat. 01166",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01166,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100212547/manifest.json
2394,"Paris BnF Manuscrits, lat. 01167",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01167,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10021255p/manifest.json
2395,"Paris BnF Manuscrits, lat. 01168",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01168,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8496559r/manifest.json
2396,"Paris BnF Manuscrits, lat. 01169",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01169,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038461s/manifest.json
2397,"Paris BnF Manuscrits, lat. 01170",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01170,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90764667/manifest.json
2398,"Paris BnF Manuscrits, lat. 01171",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01171,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8455949b/manifest.json
2399,"Paris BnF Manuscrits, lat. 01172",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01172,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10021262r/manifest.json
2400,"Paris BnF Manuscrits, lat. 01173",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01173,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502694t/manifest.json
2402,"Paris BnF Manuscrits, lat. 01175",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01175,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10527644s/manifest.json
2403,"Paris BnF Manuscrits, lat. 01176",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01176,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8528584r/manifest.json
2404,"Paris BnF Manuscrits, lat. 01177",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01177,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024151j/manifest.json
2405,"Paris BnF Manuscrits, lat. 01178",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01178,https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013036z/manifest.json
2407,"Paris BnF Manuscrits, lat. 01179",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01179,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8446945q/manifest.json
2409,"Paris BnF Manuscrits, lat. 01181",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01181,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8538808p/manifest.json
2410,"Paris BnF Manuscrits, lat. 01182",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01182,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032288x/manifest.json
2411,"Paris BnF Manuscrits, lat. 01183",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01183,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105110980/manifest.json
2412,"Paris BnF Manuscrits, lat. 01184",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01184,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100241520/manifest.json
2414,"Paris BnF Manuscrits, lat. 01186",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01186,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532670092/manifest.json
2416,"Paris BnF Manuscrits, lat. 01188",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01188,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525111670/manifest.json
2418,"Paris BnF Manuscrits, lat. 01190",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01190,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538031d/manifest.json
2421,"Paris BnF Manuscrits, lat. 01193",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01193,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10027464g/manifest.json
2425,"Paris BnF Manuscrits, lat. 01202",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01202,https://gallica.bnf.fr/iiif/ark:/12148/btv1b84469449/manifest.json
2426,"Paris BnF Manuscrits, lat. 01328",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01328,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511164n/manifest.json
2429,"Paris BnF Manuscrits, lat. 01346",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01346,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100247617/manifest.json
2432,"Paris BnF Manuscrits, lat. 01352",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01352,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515833p/manifest.json
2434,"Paris BnF Manuscrits, lat. 01354",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01354,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10073915x/manifest.json
2438,"Paris BnF Manuscrits, lat. 01358",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01358,https://gallica.bnf.fr/iiif/ark:/12148/btv1b108856724/manifest.json
2443,"Paris BnF Manuscrits, lat. 01363",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01363,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10022329z/manifest.json
2444,"Paris BnF Manuscrits, lat. 01364",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01364,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024823v/manifest.json
2445,"Paris BnF Manuscrits, lat. 01366",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01366,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024822d/manifest.json
2447,"Paris BnF Manuscrits, lat. 01368",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01368,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53014820r/manifest.json
2448,"Paris BnF Manuscrits, lat. 01369",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01369,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52501939c/manifest.json
2449,"Paris BnF Manuscrits, lat. 01370",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01370,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8453974s/manifest.json
2452,"Paris BnF Manuscrits, lat. 01374",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01374,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10022330b/manifest.json
2453,"Paris BnF Manuscrits, lat. 01375",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01375,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10022331s/manifest.json
2458,"Paris BnF Manuscrits, lat. 01380",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01380,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100365942/manifest.json
2469,"Paris BnF Manuscrits, lat. 01391",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01391,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52507466f/manifest.json
2470,"Paris BnF Manuscrits, lat. 01392",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01392,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024821z/manifest.json
2471,"Paris BnF Manuscrits, lat. 01393",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01393,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078133f/manifest.json
2472,"Paris BnF Manuscrits, lat. 01394",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01394,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066046t/manifest.json
2478,"Paris BnF Manuscrits, lat. 01400",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01400,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032335w/manifest.json
2481,"Paris BnF Manuscrits, lat. 01403",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01403,https://gallica.bnf.fr/iiif/ark:/12148/btv1b84522015/manifest.json
2483,"Paris BnF Manuscrits, lat. 01405",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01405,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326072/manifest.json
2484,"Paris BnF Manuscrits, lat. 01406",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01406,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100223791/manifest.json
2486,"Paris BnF Manuscrits, lat. 01408",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01408,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9065943c/manifest.json
2487,"Paris BnF Manuscrits, lat. 01410",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01410,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10873594g/manifest.json
2488,"Paris BnF Manuscrits, lat. 01411",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01411,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10873595x/manifest.json
2489,"Paris BnF Manuscrits, lat. 01412",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01412,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100357501/manifest.json
2490,"Paris BnF Manuscrits, lat. 01414",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01414,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020325g/manifest.json
2492,"Paris BnF Manuscrits, lat. 01416",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01416,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525115590/manifest.json
2496,"Paris BnF Manuscrits, lat. 01421",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01421,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10026758n/manifest.json
2503,"Paris BnF Manuscrits, lat. 01427",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01427,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90680221/manifest.json
2506,"Paris BnF Manuscrits, lat. 01429",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 01429,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447767x/manifest.json
2508,"Paris BnF Manuscrits, lat. 05371",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 05371,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10545022q/manifest.json
2509,"Paris BnF Manuscrits, lat. 09471",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09471,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515749d/manifest.json
2510,"Paris BnF Manuscrits, lat. 09472",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09472,https://gallica.bnf.fr/iiif/ark:/12148/btv1b54002414v/manifest.json
2511,"Paris BnF Manuscrits, lat. 09473",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09473,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326055/manifest.json
2512,"Paris BnF Manuscrits, lat. 09474",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09474,https://gallica.bnf.fr/iiif/ark:/12148/btv1b550093038/manifest.json|https://gallica.bnf.fr/iiif/ark:/12148/btv1b52500984v/manifest.json
2513,"Paris BnF Manuscrits, lat. 09475",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09475,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10025266x/manifest.json
2514,"Paris BnF Manuscrits, lat. 09476",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09476,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100254496/manifest.json
2515,"Paris BnF Manuscrits, lat. 09477",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 09477,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52510074b/manifest.json
2516,"Paris BnF Manuscrits, lat. 10433",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10433,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85388041/manifest.json
2517,"Paris BnF Manuscrits, lat. 10491",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10491,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427237h/manifest.json
2518,"Paris BnF Manuscrits, lat. 10526",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10526,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105157445/manifest.json
2519,"Paris BnF Manuscrits, lat. 10527",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10527,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078403b/manifest.json
2520,"Paris BnF Manuscrits, lat. 10528",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10528,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024827n/manifest.json
2523,"Paris BnF Manuscrits, lat. 10532",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10532,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427228j/manifest.json
2524,"Paris BnF Manuscrits, lat. 10533",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10533,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10318624f/manifest.json
2527,"Paris BnF Manuscrits, lat. 10536",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10536,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066070g/manifest.json
2528,"Paris BnF Manuscrits, lat. 10538",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10538,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10034277r/manifest.json
2529,"Paris BnF Manuscrits, lat. 10539",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10539,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038211z/manifest.json
2537,"Paris BnF Manuscrits, lat. 10547",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10547,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511236p/manifest.json
2538,"Paris BnF Manuscrits, lat. 10548",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10548,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10549444b/manifest.json
2548,"Paris BnF Manuscrits, lat. 10558",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10558,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447764p/manifest.json
2551,"Paris BnF Manuscrits, lat. 10561",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10561,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036304k/manifest.json
2553,"Paris BnF Manuscrits, lat. 10563",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10563,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525197046/manifest.json
2554,"Paris BnF Manuscrits, lat. 10564",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10564,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10023800b/manifest.json
2555,"Paris BnF Manuscrits, lat. 10565",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10565,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538047h/manifest.json
2556,"Paris BnF Manuscrits, lat. 10567",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10567,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105380373/manifest.json
2557,"Paris BnF Manuscrits, lat. 10568",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 10568,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538036n/manifest.json
2558,"Paris BnF Manuscrits, lat. 13235",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 13235,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036284h/manifest.json
2559,"Paris BnF Manuscrits, lat. 13260",739690,Paris BnF Manuscrits,"Paris, Bibliothèque nationale de France, Manuscrits",France,Paris BnF Manuscrits,lat. 13260,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90658201/manifest.json
