Country;Settlement;Repository;Shelfmark;manifest;IMPR
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0215;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036821z/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0302;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502484n/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0385;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10033580t/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0392;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326038/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0588;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8555843r/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0592;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10033268f/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0688;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100383478/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0841;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038346t/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 0894;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020246c/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 1416 + London, British Library MS Add. 37421 + Paris Louvre, dép. Arts graphiques RF 1679 + M.I 1093;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105094102/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3027;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84328965/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3055;https://gallica.bnf.fr/iiif/ark:/12148/btv1b525095563/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3090;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515741t/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3093 + Paris, Musée du Louvre, Cab. Dessins RF2022, RF2024, RF2024, RF2025;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84496839/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3107;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032954j/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3109;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035303s/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3110;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509634r/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3111;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509627p/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3112;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8451104r/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3113;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005168/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3114;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509693s/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3115;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550008032/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3116;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509697k/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3117;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037275w/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3118;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036467s/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3119;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100373758/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3120;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515740c/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3134;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000424g/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3145;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452807q/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3187;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447775g/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3188;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452807q/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3190;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528084/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3191;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000442d/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3194;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000324z/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3196;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035924b/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3197;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154659/manifest.json + https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154676/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3200;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037130m/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3201;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000319s/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3203;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038542s/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3204;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60004499/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3208;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452814v/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3209;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528158/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3210;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532602t/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3213;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528173/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3214;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452837v/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3217;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452820k/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3226;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532604q/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3229;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528299/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3234;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528262/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3244;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8571085n/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;nouv. acq. lat. 3248;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10021257k/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;Smith-Lesouëf 21;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10547048x/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;Smith-Lesouëf 24;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105222685/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;Smith-Lesouëf 28;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100223238/manifest.json;
FR;Paris;Bibliothèque nationale de France, Manuscrits;Smith-Lesouëf 42;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550106099/manifest.json;
FR;Paris;IRHT, Collections privées;CP 0008;https://bvmm.irht.cnrs.fr/iiif/22221/manifest;
FR;Paris;IRHT, Collections privées;CP 0017;https://bvmm.irht.cnrs.fr/iiif/22371/manifest;
FR;Paris;IRHT, Collections privées;CP 0450;https://bvmm.irht.cnrs.fr/iiif/20202/manifest;
FR;Paris;IRHT, Collections privées;CP 0451;https://bvmm.irht.cnrs.fr/iiif/20203/manifest;
FR;Paris;IRHT, Collections privées;CP 0452;https://bvmm.irht.cnrs.fr/iiif/20204/manifest;
FR;Paris;IRHT, Collections privées;CP 0600;https://bvmm.irht.cnrs.fr/iiif/23555/manifest;
FR;Paris;Musée des Arts décoratifs;inv. 40342;https://bvmm.irht.cnrs.fr/iiif/18616/manifest;
FR;Paris;Musée des Arts décoratifs;inv. 40343;https://bvmm.irht.cnrs.fr/iiif/18617/manifest;
FR;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0035;https://bvmm.irht.cnrs.fr/iiif/19008/manifest;
FR;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0036;https://bvmm.irht.cnrs.fr/iiif/19009/manifest;
FR;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0037;https://bvmm.irht.cnrs.fr/iiif/19010/manifest;
FR;Poitiers;Bibliothèque municipale;1096;https://horae-pictavenses.fr/iiif/708/manifest;
FR;Poitiers;Bibliothèque municipale;1097;https://horae-pictavenses.fr/iiif/889/manifest;
FR;Poitiers;Bibliothèque municipale;1106;https://horae-pictavenses.fr/iiif/1084/manifest;
FR;Poitiers;Bibliothèque municipale;1110;https://horae-pictavenses.fr/iiif/1083/manifest;
FR;Poitiers;Bibliothèque municipale;1120;https://horae-pictavenses.fr/iiif/217/manifest;
FR;Poitiers;Bibliothèque municipale;1122;https://horae-pictavenses.fr/iiif/1598/manifest;
FR;Poitiers;Bibliothèque municipale;1327;https://horae-pictavenses.fr/iiif/1599/manifest;
FR;Poitiers;Bibliothèque municipale;0043 (214);https://horae-pictavenses.fr/iiif/3146/manifest;
FR;Poitiers;Bibliothèque municipale;0044 (267);https://horae-pictavenses.fr/iiif/6831/manifest;
FR;Poitiers;Bibliothèque municipale;0045 (291);https://horae-pictavenses.fr/iiif/7096/manifest;
FR;Poitiers;Bibliothèque municipale;0046 (304);https://horae-pictavenses.fr/iiif/7382/manifest;
FR;Poitiers;Bibliothèque municipale;0047 (308);https://horae-pictavenses.fr/iiif/7383/manifest;
FR;Poitiers;Bibliothèque municipale;0048 (309);https://horae-pictavenses.fr/iiif/7384/manifest;
FR;Poitiers;Bibliothèque municipale;0049 (311);https://horae-pictavenses.fr/iiif/7505/manifest;
FR;Poitiers;Bibliothèque municipale;0050 (324);https://horae-pictavenses.fr/iiif/8386/manifest;
FR;Poitiers;Bibliothèque municipale;0051 (332);https://horae-pictavenses.fr/iiif/8387/manifest;
FR;Poitiers;Bibliothèque municipale;0052 (333);https://horae-pictavenses.fr/iiif/8388/manifest;
FR;Poitiers;Bibliothèque municipale;0053 (292);https://horae-pictavenses.fr/iiif/8389/manifest;
FR;Poitiers;Bibliothèque municipale;0054 (293);https://horae-pictavenses.fr/iiif/8390/manifest;
FR;Poitiers;Bibliothèque municipale;0055 (334);https://horae-pictavenses.fr/iiif/2009/manifest;
FR;Poitiers;Bibliothèque municipale;0056 (268);https://horae-pictavenses.fr/iiif/2008/manifest;
FR;Poitiers;Bibliothèque municipale;0057 (269);https://horae-pictavenses.fr/iiif/2007/manifest;
FR;Poitiers;Bibliothèque municipale;0058 (310);https://horae-pictavenses.fr/iiif/2006/manifest;
FR;Poitiers;Bibliothèque municipale;Impr. CR048 bis;https://horae-pictavenses.fr/iiif/9599/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. CR049;https://horae-pictavenses.fr/iiif/9600/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DP 558;https://horae-pictavenses.fr/iiif/4832/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR 69;https://horae-pictavenses.fr/iiif/3893/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR014;https://horae-pictavenses.fr/iiif/4811/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR025;https://horae-pictavenses.fr/iiif/4690/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR038;https://horae-pictavenses.fr/iiif/6033/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR246;https://horae-pictavenses.fr/iiif/3892/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Impr. DR524;https://horae-pictavenses.fr/iiif/3623/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Inc. D04;https://horae-pictavenses.fr/iiif/5764/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Inc. D27;https://horae-pictavenses.fr/iiif/6254/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Inc. D53;https://horae-pictavenses.fr/iiif/216/manifest;Impr
FR;Poitiers;Bibliothèque municipale;Inc. D54;https://horae-pictavenses.fr/iiif/5583/manifest;Impr
FR;Provins;Bibliothèque municipale;020;https://bvmm.irht.cnrs.fr/iiif/4243/manifest;
FR;Provins;Bibliothèque municipale;021;https://bvmm.irht.cnrs.fr/iiif/4244/manifest;
FR;Provins;Bibliothèque municipale;022;https://bvmm.irht.cnrs.fr/iiif/4281/manifest;
FR;Provins;Bibliothèque municipale;023;https://bvmm.irht.cnrs.fr/iiif/4247/manifest;
FR;Provins;Bibliothèque municipale;024;https://bvmm.irht.cnrs.fr/iiif/4249/manifest;
FR;Provins;Bibliothèque municipale;inc. 010;https://bvmm.irht.cnrs.fr/iiif/4265/manifest;Impr
FR;Reims;Bibliothèque municipale;2446;https://bvmm.irht.cnrs.fr/iiif/17975/manifest;
FR;Reims;Bibliothèque municipale;2788;https://bvmm.irht.cnrs.fr/iiif/5271/manifest;
FR;Reims;Bibliothèque municipale;0358 (C. 205);https://bvmm.irht.cnrs.fr/iiif/2406/manifest;
FR;Reims;Bibliothèque municipale;0359 (N. Fonds);https://bvmm.irht.cnrs.fr/iiif/2407/manifest;
FR;Rennes;Bibliothèque municipale;0027;https://bvmm.irht.cnrs.fr/iiif/5194/manifest;
FR;Rennes;Bibliothèque municipale;0028;https://bvmm.irht.cnrs.fr/iiif/5195/manifest;
FR;Rennes;Bibliothèque municipale;0029;https://bvmm.irht.cnrs.fr/iiif/5196/manifest;
FR;Rennes;Bibliothèque municipale;0030;https://bvmm.irht.cnrs.fr/iiif/5197/manifest;
FR;Rennes;Bibliothèque municipale;0031;https://bvmm.irht.cnrs.fr/iiif/5198/manifest;
FR;Rennes;Bibliothèque municipale;0032;https://bvmm.irht.cnrs.fr/iiif/5199/manifest;
FR;Rennes;Bibliothèque municipale;0035;https://bvmm.irht.cnrs.fr/iiif/5200/manifest;
FR;Rennes;Bibliothèque municipale;0036;https://bvmm.irht.cnrs.fr/iiif/5201/manifest;
FR;Rennes;Bibliothèque municipale;0037;https://bvmm.irht.cnrs.fr/iiif/5221/manifest;
FR;Rennes;Bibliothèque municipale;1219;https://bvmm.irht.cnrs.fr/iiif/5090/manifest;
FR;Rennes;Bibliothèque municipale;1277;https://bvmm.irht.cnrs.fr/iiif/5225/manifest;
FR;Rennes;Bibliothèque municipale;1334;https://bvmm.irht.cnrs.fr/iiif/5226/manifest;
FR;Rennes;Bibliothèque municipale;1335;https://bvmm.irht.cnrs.fr/iiif/5227/manifest;
FR;Rennes;Bibliothèque municipale;1509;https://bvmm.irht.cnrs.fr/iiif/5228/manifest;
FR;Rennes;Bibliothèque municipale;1510;https://bvmm.irht.cnrs.fr/iiif/5229/manifest;
FR;Rennes;Bibliothèque municipale;1512;https://bvmm.irht.cnrs.fr/iiif/5230/manifest;
FR;Rennes;Bibliothèque municipale;1557;https://bvmm.irht.cnrs.fr/iiif/5231/manifest;
FR;Rennes;Bibliothèque municipale;1558;https://bvmm.irht.cnrs.fr/iiif/5232/manifest;
FR;Rennes;Bibliothèque municipale;1588;https://bvmm.irht.cnrs.fr/iiif/5233/manifest;
FR;Rennes;Bibliothèque municipale;1637;https://bvmm.irht.cnrs.fr/iiif/5234/manifest;
FR;Rennes;Bibliothèque municipale;1685;https://bvmm.irht.cnrs.fr/iiif/5235/manifest;
FR;Rennes;Bibliothèque municipale;1696;https://bvmm.irht.cnrs.fr/iiif/5236/manifest;
FR;Rennes;Bibliothèque municipale;HP 0768;https://bvmm.irht.cnrs.fr/iiif/17667/manifest;
FR;Rodez;Bibliothèque de la Société des lettres de l'Aveyron;001;https://bvmm.irht.cnrs.fr/iiif/3579/manifest;
FR;Rodez;Bibliothèque municipale;0138;https://bvmm.irht.cnrs.fr/iiif/2868/manifest;
FR;Rouen;Musée des Beaux-Arts;AG.1975.4.5839;https://bvmm.irht.cnrs.fr/iiif/20463/manifest;
FR;Rouen;Musée des Beaux-Arts;AG.1975.4.5840;https://bvmm.irht.cnrs.fr/iiif/20464/manifest;
FR;Saumur;Château-Musée;0002;https://bvmm.irht.cnrs.fr/iiif/1377/manifest;
FR;Saumur;Château-Musée;inc. 0040;https://bvmm.irht.cnrs.fr/iiif/1373/manifest;Impr
FR;Sées;Archives diocésaines;026 (A-7);https://bvmm.irht.cnrs.fr/iiif/23919/manifest;
FR;Solesmes;Bibliothèque de l'abbaye Saint-Pierre;204;https://bvmm.irht.cnrs.fr/iiif/3650/manifest;
FR;Strasbourg;Bibliothèque du Grand Séminaire;739;https://bvmm.irht.cnrs.fr/iiif/2674/manifest;
FR;Tonnerre;Bibliothèque municipale;01 (01);https://bvmm.irht.cnrs.fr/iiif/24224/manifest;
FR;Toulouse;Bibliothèque municipale;0129;https://bvmm.irht.cnrs.fr/iiif/1554/manifest;
FR;Toulouse;Bibliothèque municipale;0130;https://bvmm.irht.cnrs.fr/iiif/511/manifest;
FR;Toulouse;Bibliothèque municipale;0131;https://bvmm.irht.cnrs.fr/iiif/1555/manifest;
FR;Toulouse;Bibliothèque municipale;0132;https://bvmm.irht.cnrs.fr/iiif/512/manifest;
FR;Toulouse;Bibliothèque municipale;0133;https://bvmm.irht.cnrs.fr/iiif/513/manifest;
FR;Toulouse;Bibliothèque municipale;0135;https://bvmm.irht.cnrs.fr/iiif/515/manifest;
FR;Toulouse;Bibliothèque municipale;0136;https://bvmm.irht.cnrs.fr/iiif/517/manifest;
FR;Toulouse;Bibliothèque municipale;0137;https://bvmm.irht.cnrs.fr/iiif/518/manifest;
FR;Toulouse;Bibliothèque municipale;0138;https://bvmm.irht.cnrs.fr/iiif/519/manifest;
FR;Toulouse;Bibliothèque municipale;0143;https://bvmm.irht.cnrs.fr/iiif/523/manifest;
FR;Toulouse;Bibliothèque municipale;2842;https://bvmm.irht.cnrs.fr/iiif/700/manifest;
FR;Toulouse;Bibliothèque municipale;2881;https://bvmm.irht.cnrs.fr/iiif/702/manifest;
FR;Toulouse;Bibliothèque municipale;2882;https://bvmm.irht.cnrs.fr/iiif/703/manifest;
FR;Toulouse;Bibliothèque municipale;inc. Paris 0149;https://bvmm.irht.cnrs.fr/iiif/1193/manifest;Impr
FR;Toulouse;Musée Saint-Raymond;PM31000783;https://bvmm.irht.cnrs.fr/iiif/1429/manifest;
FR;Tournus;Hôtel-Dieu - Musée Greuze;inv. 82.1206;https://bvmm.irht.cnrs.fr/iiif/19465/manifest;
FR;Tours;Bibliothèque municipale;2273 A;https://bvmm.irht.cnrs.fr/iiif/8550/manifest;
FR;Tours;Bibliothèque municipale;2273 B;https://bvmm.irht.cnrs.fr/iiif/8551/manifest;
FR;Versailles;Bibliothèque municipale;0845 (168 G);https://bvmm.irht.cnrs.fr/iiif/5672/manifest;
FR;Versailles;Bibliothèque municipale;1195 (171 M);https://bvmm.irht.cnrs.fr/iiif/5674/manifest;
FR;Versailles;Bibliothèque municipale;1399 (172 M);https://bvmm.irht.cnrs.fr/iiif/5685/manifest;
FR;Versailles;Bibliothèque municipale;1403 (173 M);https://bvmm.irht.cnrs.fr/iiif/5677/manifest;
FR;Versailles;Bibliothèque municipale;1454 (047 M);https://bvmm.irht.cnrs.fr/iiif/5679/manifest;
FR;Versailles;Bibliothèque municipale;1686 (139 M);https://bvmm.irht.cnrs.fr/iiif/5682/manifest;
FR;Versailles;Bibliothèque municipale;1687 (140 M);https://bvmm.irht.cnrs.fr/iiif/5683/manifest;
FR;Versailles;Bibliothèque municipale;1688 (141 M);https://bvmm.irht.cnrs.fr/iiif/5684/manifest;
GB;Cambridge;Corpus Christi College;540 (N 042);https://dms-data.stanford.edu/data/manifests/Parker/jd913tp1831/manifest.json;
GB;Cambridge;Trinity College;0246 (B.11.07);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.7.json;
GB;Cambridge;Trinity College;0253 (B.11.14);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.14.json;
GB;Cambridge;Trinity College;0257 (B.11.18);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.18.json;
GB;Cambridge;Trinity College;0258 (B.11.19);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.19.json;
GB;Cambridge;Trinity College;0259 (B.11.20);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.20.json;
GB;Cambridge;Trinity College;0261 (B.11.22);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.22.json;
GB;Cambridge;Trinity College;0269 (B.11.31);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.31.json;
GB;Cambridge;Trinity College;0270 (B.11.32);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.11.32.json;
GB;Cambridge;Trinity College;0278 (B.13.11);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.11.json;
GB;Cambridge;Trinity College;0279 (B.13.12);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.12.json;
GB;Cambridge;Trinity College;0282 (B.13.15);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.15.json;
GB;Cambridge;Trinity College;0284 (B.13.17);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.17.json;
GB;Cambridge;Trinity College;0286 (B.13.19);https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.19.json;
GB;Cambridge;Trinity College;B.1.46;https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.1.46.json;
GB;Cambridge;Trinity College;B.13.18;https://trin-sites-pub.trin.cam.ac.uk/manuscripts/B.13.18.json;
GB;Cambridge;University Library;Dd.4.17;https://cudl.lib.cam.ac.uk/iiif/MS-DD-00004-00017;
GB;Cambridge;University Library;Ff.6.8;https://cudl.lib.cam.ac.uk/iiif/MS-FF-00006-00008;
GB;Cambridge;University Library;Ii.6.2;https://cudl.lib.cam.ac.uk/iiif/MS-II-00006-00002;
GB;Oxford;Bodleian Library;Auct. D. inf. 2.11 (2857);https://iiif.bodleian.ox.ac.uk/iiif/manifest/c070934c-79ca-426c-a115-aee7d810579e.json;
GB;Oxford;Bodleian Library;Douce 062;https://iiif.bodleian.ox.ac.uk/iiif/manifest/8daf7bf8-31d8-474d-baf9-ddaf79eefb85.json;
GB;Oxford;Bodleian Library;Douce 093;https://iiif.bodleian.ox.ac.uk/iiif/manifest/8a9d30b9-81fa-4c70-a49b-c2037fc75d7b.json;
GB;Oxford;Bodleian Library;Douce 112;https://iiif.bodleian.ox.ac.uk/iiif/manifest/c7c245a6-a87e-43d0-b1b5-09b122c61fe0.json;
GB;Oxford;Bodleian Library;Douce 231 (21805);https://iiif.bodleian.ox.ac.uk/iiif/manifest/505e2c19-ce6e-4adc-8a05-e19c48faa249.json;
GB;Oxford;Bodleian Library;Douce 40;https://iiif.bodleian.ox.ac.uk/iiif/manifest/8cdecf59-a0e2-4ddb-b06a-ecb60a5e2d7f.json;
GB;Oxford;Bodleian Library;Lat. Lit. F 02 (29742);https://iiif.bodleian.ox.ac.uk/iiif/manifest/55dbf4b2-d614-4f46-80de-c7de81ab47b6.json;
GB;Oxford;Christ Church;93;https://iiif.bodleian.ox.ac.uk/iiif/manifest/66bad1a4-fd20-45f1-8fd8-1f6f3213ea3d.json;
GB;Oxford;Christ Church;100;https://iiif.bodleian.ox.ac.uk/iiif/manifest/a4b2100c-003f-4868-8587-bc39b685ee47.json;
US;Baltimore;The Walters Art Museum;W.0037;https://purl.stanford.edu/dn556rp6795/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0039;https://purl.stanford.edu/ww852nx4077/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0041;https://purl.stanford.edu/cq459jb8197/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0047;https://purl.stanford.edu/wq365zx5703/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0082;https://purl.stanford.edu/pj107mc7715/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0085;https://purl.stanford.edu/yy336hc7437/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0086;https://purl.stanford.edu/dg026mz7261/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0087;https://purl.stanford.edu/by124ph2402/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0088;https://purl.stanford.edu/fc287hx5962/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0089;https://purl.stanford.edu/kf436hc7882/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0090;https://purl.stanford.edu/dk442xf9851/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0095;https://purl.stanford.edu/yf686hv8184/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0096;https://purl.stanford.edu/vs511jt0099/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0099;https://purl.stanford.edu/wq809bf0102/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0102;https://purl.stanford.edu/xq443wf4818/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0104;https://purl.stanford.edu/hf206wb9742/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0105;https://purl.stanford.edu/sr994pm0975/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0113;https://purl.stanford.edu/gp528rw3198/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0166;https://purl.stanford.edu/ff688vm4417/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0168;https://purl.stanford.edu/qm670kv1873/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0169;https://purl.stanford.edu/vj053mn4619/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0170;https://purl.stanford.edu/qz701mh4428/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0172;https://purl.stanford.edu/yz920mm4360/iiif/manifest;
