"from","to"
"2660","V_Rouen"
"2661","V_Thérouanne"
"2663","V_Angers"
"2664","D_Poitiers, Saint-Croix O.S.B."
"2667","V_Autun"
"2672","V_Rennes"
"2674","V_Rouen"
"2675","V_Reims, Saint-Denis O.S.A."
"2677","D_Carcassonne"
"2678","V_Rouen"
"2681","V_Liège, Saint-Martin O.S.A."
"2685","V_Rouen"
"2686","V_Roma"
"2686","D_Roma"
"2689","V_Paris"
"2689","D_Paris"
"2691","V_Saint-Omer"
"2692","V_Roma"
"2692","D_Roma"
"2694","V_Paris"
"2694","D_Paris"
"2695","V_Roma"
"2695","D_Roma"
"2698","V_Paris"
"2698","D_Paris"
"2699","V_Roma"
"2700","V_Paris"
"2703","V_Besançon"
"2704","V_Alba Iulia"
"2707","V_Rouen"
"2713","V_Roma"
"2713","D_Roma"
"2719","V_Paris"
"2719","D_Troyes"
"2720","V_Rennes"
"2722","V_Roma"
"2722","D_Roma"
"2723","V_Coutances"
"2724","V_Roma"
"2726","V_Angers"
"2728","V_Roma"
"2728","D_Sarum"
"2730","V_Roma"
"2732","V_Roma"
"2732","D_Roma"
"2733","V_Roma"
"2733","D_Amiens"
"2737","V_Roma"
"2738","V_Troyes"
"2738","D_Troyes"
"2739","V_Paris"
"2740","V_Angers"
"2741","V_Roma"
"2741","D_Roma"
"2747","V_Paris"
"2747","D_Paris"
"2748","V_Paris"
"2748","D_Paris"
"2749","V_Amiens"
"2750","V_Coutances"
"2771","V_Chartres"
"2825","V_Roma"
"2826","V_Roma"
"2827","V_Nantes"
"2828","V_Troyes"
"2828","D_Troyes"
"2829","V_Paris"
"2830","V_Roma"
"2831","V_Rouen"
"2832","V_Rennes"
"2833","V_Beauvais"
"2834","V_O.Cart."
"2835","V_Roma"
"2836","V_Roma"
"2837","V_Paris"
"2838","V_Paris"
"2839","V_Paris"
"2839","D_Paris"
"2840","V_Rouen"
"2841","V_Tours"
"2842","V_Tours"
"2844","V_Le Mans"
"2845","V_Roma"
"2847","V_Paris"
"2848","V_Rouen"
"2849","V_Paris"
"2850","V_Limoges"
"2851","V_Paris"
"2852","V_Roma"
"2853","V_Poitiers"
"2854","V_Roma"
"2855","V_Bourges"
"2857","V_Tours"
"2858","V_Paris"
"2859","V_Paris"
"2860","V_Bayeux"
"2861","V_Paris"
"2861","D_Paris"
"2862","V_Paris"
"2863","V_Rouen"
"2864","V_Saint-Lô, Sainte-Croix O.S.A."
"2904","V_Metz"
"2906","D_Paris"
"2908","V_Nantes"
"2911","V_Rouen"
"2924","V_Châlons-en-Champagne"
"2924","D_Châlons-en-Champagne"
"2925","V_Besançon"
"2925","D_Besançon"
"2927","V_Chartres"
"2950","V_Roma"
"2950","D_Roma"
"2955","V_Roma"
"2955","D_Roma"
"2956","V_Paris"
"2957","V_Roma"
"2969","V_Paris"
"2969","D_Paris"
"2972","V_Amiens"
"2972","D_Amiens"
"2973","V_Paris"
"2974","V_Périgueux"
"2975","V_Auxerre"
"2977","V_Rouen"
"2983","V_Sens, Saint-Pierre-le-Vif O.S.B."
"2984","V_Rennes"
"2985","V_Rennes"
"2986","V_O.Cart."
"2987","V_Metz"
"2988","V_Nantes"
"2989","V_Paris, Saint-Victor O.S.A."
"2990","V_Roma"
"2991","V_Amiens"
"2992","V_Roma"
"2993","V_Nantes"
"2994","D_Lyon"
"2995","D_Bourges"
"2996","V_Rouen"
"2997","V_Saint-Pol-de-Léon"
"2998","V_Sarum"
"2999","V_Toul"
"3000","V_Besançon"
"3001","V_Thérouanne"
"3002","D_Thérouanne"
"3003","V_Vienne"
"3004","V_Poitiers"
"3005","V_Thérouanne"
"3006","V_Troyes"
"3007","V_Tournai"
"3008","V_Toul"
"3009","V_Paris"
"3010","V_Angers, Saint-Serge O.S.B."
"3011","V_Bourges"
"3012","V_Saint-Pol-de-Léon"
"3013","V_Paris"
"3014","V_Roma"
"3015","V_Thérouanne"
"3016","V_Roma"
"3017","V_Rouen"
"3018","V_Rouen"
"3019","V_Sarum"
"3020","V_Tournai"
"3021","V_Troyes"
"3022","V_Évreux"
"3023","V_Lisieux"
"3024","V_Sarum"
"3025","V_Autun"
"3026","V_Saintes"
"3027","V_Saint-Pol-de-Léon"
"3028","V_Bourges"
"3029","V_Péronne, Saint-Fursy"
"3030","V_Saintes"
"3031","V_Coutances"
"3032","V_Châlons-en-Champagne"
"3033","V_Le Mans"
"3034","V_Poitiers"
"3035","V_Toul"
"3036","V_Remiremont, Saint-Pierre O.S.A."
"3037","V_Walbourg, Sainte-Walbourg O.S.B."
"3038","V_Saint-Omer"
"3039","V_Roma"
"3040","V_Tournai"
"3041","V_Le Mans"
"3042","D_Rouen"
"3043","V_Dol"
"3044","V_Bourges"
"3045","V_Lyon"
"3047","V_Lausanne O.S.A."
"3048","V_Windesheim O.S.A."
"3049","D_Nantes"
"3050","V_Saintes"
"3052","D_Dijon"
"3053","D_Châlons-en-Champagne"
"3054","V_Mons, Sainte-Waudru O.S.A."
"3055","V_Dijon"
"3056","V_Reims"
"3057","V_Rouen"
"3058","V_Nantes"
"3062","V_Paris"
"3066","V_Poitiers"
"3067","V_Poitiers"
"3073","V_Roma"
"3074","V_Poitiers"
"3075","V_Paris"
"3076","V_Roma"
"3077","V_Saintes"
"3079","V_Roma"
"3080","V_Roma"
"3081","V_Roma"
"3082","V_Saintes"
"3083","V_Le Mans"
"3084","V_Saintes"
"3085","V_Tours"
"3086","V_Roma"
"3088","V_Roma"
"3115","V_Sarum"
"3117","V_Lisieux"
"3118","V_Roma"
"3119","V_Roma"
"3120","V_Roma"
"3121","V_Paris"
"3126","V_Reims"
"3126","D_Reims"
"3127","V_Reims"
"3127","D_Reims"
"3128","V_Évreux"
"3128","D_Évreux"
"3129","V_Reims"
"3130","V_Roma"
"3130","D_Roma"
"3133","V_Rennes"
"3164","V_Sarum"
"3165","V_Saintes"
"3176","V_Bourges"
"3177","V_Roma"
"3177","D_Roma"
"3182","V_Rouen"
"3183","V_Avranches"
"3186","V_Lisieux"
"3188","V_Avranches"
"3189","V_Évreux"
"3190","D_Toul"
"3191","V_Sarum"
"3193","V_Avranches"
"3194","V_Paris"
"3195","V_Lisieux"
"3196","V_Cluny O.S.B."
"3197","V_Évreux"
"3198","V_Bayeux"
"3199","V_Lisieux"
"3200","V_Rouen"
"3201","V_Rouen"
"3202","V_Rouen"
"3203","V_Rouen"
"3204","V_Rouen"
"3205","V_Lisieux"
"3206","V_Rouen"
"3207","V_Clermont"
"3208","V_Rouen"
"3209","V_Bayeux"
"3210","V_Chartres"
"3211","V_Rouen"
"3212","V_Rouen"
"3213","V_Rouen"
"3214","V_Rouen"
"3215","V_Rouen"
"3216","V_Paris"
"3218","V_Chartres"
"3221","V_Roma"
"3223","V_Sarum"
"3224","V_Thérouanne"
"3225","V_Roma"
"3226","V_Paris"
"3227","V_Paris"
"3228","V_Roma"
"3229","V_Roma"
"3230","V_Roma"
"3232","V_Châlons-en-Champagne"
"3233","V_Roma"
"3234","V_Mainz"
"3235","V_Amiens"
"3235","D_Amiens"
"3236","V_Rouen"
"3237","V_Paris"
"3239","D_Saint-Wandrille O.S.B."
"3245","V_Paris"
"3260","V_Thérouanne"
"3278","V_Paris"
"3287","V_Roma"
"3289","V_Paris"
"3290","V_Orléans"
"3291","V_Angers"
"3297","V_Toul"
"3298","V_O.P."
"3309","V_Saint-Riquier"
"3311","V_Roma"
"3312","V_Roma"
"3313","V_Rennes"
"3314","D_Roma"
"3317","V_Roma"
"3318","V_O.F.M."
"3322","V_Roma"
"3322","D_Roma"
"3325","V_Roma"
"3325","D_Roma"
"3328","V_Roma"
"3328","D_Roma"
"3329","V_Roma"
"3329","D_Roma"
"3335","V_Roma"
"3336","V_Roma"
"3336","D_Roma"
"3338","V_Paris"
"3339","V_Bayeux"
"3340","V_Rennes"
"3341","V_Roma"
"3342","V_Paris"
"3343","V_Paris"
"3344","V_Nantes"
"3345","V_O.F.M."
"3346","V_Tours"
"3347","V_O.F.M."
"3348","V_Tours, Saint-Julien O.S.B."
"3350","V_Mons, Sainte-Waudru O.S.A."
"3351","V_Roma"
"3352","V_Roma"
"3357","V_Roma"
"3361","V_Troyes"
"3362","V_Meaux"
"3363","D_Sion-en-Valais"
"3367","V_Troyes"
"3370","V_Troyes"
"3370","D_Troyes"
"3375","V_Paris"
"3376","V_Paris"
"3377","D_Limoges"
"3381","V_Paris"
"3384","V_Saint-Omer"
"3388","V_Orléans"
"3390","V_Rouen"
"3391","V_Paris"
"3392","V_Verdun"
"3403","V_Gray, Saint-Jean-Baptiste-Sainte-Elisabeth O.S.A."
"3404","V_Thérouanne"
"3414","V_Paris"
"3414","D_Paris"
"3425","D_Paris"
"3427","D_Roma"
"3430","V_Rouen"
"3482","V_Sarum"
"3482","D_Sarum"
"3484","V_Poitiers"
"3484","D_Nantes"
"3485","V_Coutances"
"3485","D_Coutances"
"3486","V_Paris"
"3486","D_Paris"
"3487","V_Paris"
"3487","D_Paris"
"3488","V_Roma"
"3488","D_Amiens"
"3489","V_Roma"
"3489","D_Roma"
"3490","V_Lille, Saint-Pierre"
"3492","V_Besançon"
"3492","D_Besançon"
"3493","V_Besançon"
"3495","V_Tournai"
"3496","V_Reims|Noyon (Organisation)"
"3496","D_Tournai"
"3497","V_Roma"
"3497","D_Roma"
"3498","V_Roma"
"3498","D_Roma"
"3499","V_Meaux"
"3499","D_Roma"
"3500","V_Roma"
"3503","V_Roma"
"3503","D_Roma"
"3515","D_Hasnon"
"3516","V_Roma"
"3516","D_Roma"
"3597","V_Sarum"
"3597","D_Sarum"
"3598","V_Sarum"
"3598","D_Sarum"
"3601","V_London O.Templ."
"3618","V_Paris"
"3648","V_Paris"
"3650","V_Roma"
"3650","D_Roma"
"3651","V_Paris"
"3651","D_Paris"
"3652","V_Paris"
"3652","D_Paris"
"3653","V_Évreux"
"3653","D_Évreux"
"3666","V_Roma"
"3668","V_Roma"
"3683","V_Rouen"
"3683","D_Rouen"
"3684","V_Coutances"
"3684","D_Coutances"
"3691","V_Sarum"
"3692","V_Sarum"
"3693","V_Sarum"
"3694","V_Roma"
"3695","V_Sarum"
"3696","V_Roma"
"3697","V_Paris"
"3699","V_Paris"
"3700","V_Tournai"
"3700","D_Tournai"
"3703","V_Roma"
"3704","V_Roma"
"3705","V_Paris"
"3706","V_Rouen"
"3712","V_Troyes"
"3712","D_Troyes"
"3755","V_Troyes"
"3755","D_Troyes"
"3766","V_Roma"
"3767","V_Paris"
"3767","D_Paris"
"3817","V_Sarum"
"3850","V_Sarum"
"3850","D_Sarum"
"3854","V_Roma"
"3883","V_Thérouanne|Amiens (Organisation)"
"3910","V_Roma"
"3951","V_Paris"
"3951","D_Paris"
"3962","V_Roma"
"3962","D_Roma"
"3969","V_Roma"
"3969","D_Roma"
"3973","V_Paris"
"3973","D_Paris"
"3976","V_Sarum"
"3976","D_Sarum"
"3977","V_Roma"
"3978","V_Roma"
"3978","D_Roma"
"3983","V_Paris"
"3983","D_Paris"
"3988","D_Lyon"
"3989","V_Paris"
"3989","D_Paris"
"3990","V_Roma"
"3990","D_Roma"
"3994","V_Thérouanne"
"3996","V_Amiens"
"4000","V_Besançon"
"4000","D_Besançon"
"4009","V_Roma"
"4013","V_Paris"
"4018","V_Roma"
"4018","D_Roma"
"4020","V_Köln"
"4020","D_Köln"
"4024","D_Liège, Saint-Martin O.S.A."
"4026","V_Nantes"
"4026","D_Nantes"
"4029","V_Paris"
"4029","D_Paris"
"4036","V_Paris"
"4036","D_Paris"
"4037","V_Amiens"
"4037","D_Amiens"
"4041","V_Roma"
"4041","D_Roma"
"4042","V_Sarum"
"4049","V_Roma"
"4049","D_Roma"
"4058","V_O.P."
"4058","D_O.P."
"4059","V_Roma"
"4059","D_Roma"
"4060","V_Roma"
"4060","D_Roma"
"4061","V_Roma"
"4061","D_Roma"
"4063","V_Roma"
"4063","D_Roma"
"4067","V_Saint-Omer"
"4069","V_Roma"
"4071","V_Roma"
"4071","D_Roma"
"4077","V_Roma"
"4077","D_Bourges"
"4098","V_Sarum"
"4098","D_Sarum"
"4109","V_Paris"
"4109","D_Paris"
"4113","D_Sarum"
"4118","V_Oxford, Saint Frideswide O.S.A."
"4135","V_Angers"
"4135","D_Angers"
"4137","V_Paris"
"4137","D_Paris"
"4138","V_Worms"
"4142","V_Paris"
"4142","D_Paris"
"4143","V_Roma"
"4143","D_Roma"
"4150","V_Ronse, Sint-Hermes"
"4150","D_Ronse, Sint-Hermes"
"4151","V_Sarum"
"4151","D_Sarum"
"4153","V_York"
"4154","V_Durham, Saint Cuthbert O.S.B."
"4163","D_Sarum"
"4170","V_Roma"
"4171","V_Roma"
"4175","V_Paris"
"4176","D_Roma"
"4177","V_Tours"
"4177","D_Tours"
"4180","V_Sarum"
"4180","D_Sarum"
"4181","V_Sarum"
"4181","D_Sarum"
"4182","V_Troyes"
"4182","D_Troyes"
"4183","V_Roma"
"4183","D_Roma"
"4185","V_Bourges"
"4185","D_Bourges"
"4189","V_Roma"
"4189","D_Roma"
"4191","V_Liège"
"4194","V_Troyes"
"4194","D_Troyes"
"4197","V_Paris"
"4197","D_Paris"
"4199","V_Besançon"
"4200","V_Paris"
"4200","D_Paris"
"4201","V_Roma"
"4201","D_Roma"
"4207","V_Roma"
"4207","D_Roma"
"4208","V_Paris"
"4208","D_Paris"
"4209","V_Orléans"
"4209","D_Paris"
"4210","D_Liège"
"4212","V_Brioude"
"4218","V_Toul"
"4218","D_Toul"
"4228","V_Bourges"
"4228","D_Bourges"
"4229","V_Angers"
"4231","V_Paris"
"4233","V_Roma"
"4233","D_Roma"
"4234","V_Nantes"
"4234","D_Nantes"
"4238","D_Angoulême"
"4239","V_Tiron, Sainte-Trinité O.S.B."
"4241","D_Chester, Saint Werburgh O.S.B."
"4251","V_Sarum"
"4251","D_Sarum"
"4253","V_Autun"
"4254","V_Sarum"
"4254","D_Sarum"
"4255","V_Sarum"
"4255","D_Sarum"
"4264","V_Roma"
"4274","V_Roma"
"4283","V_Roma"
"4283","D_Roma"
"4284","V_Roma"
"4284","D_Roma"
"4285","V_Roma"
"4285","D_Roma"
"4294","V_Bourges"
"4294","D_Bourges"
"4296","V_Paris"
"4296","D_Paris"
"4297","V_Paris"
"4297","D_Paris"
"4313","D_Sarum"
"4314","D_Sarum"
"4333","V_Amiens"
"4392","V_Roma"
"4392","D_Roma"
"4410","V_Paris"
"4410","D_Paris"
"4411","V_Troyes"
"4411","D_Troyes"
"4412","V_Roma"
"4412","D_Roma"
"4413","V_Sarum"
"4413","D_Sarum"
"4414","V_Bayeux"
"4414","D_Bayeux"
"4417","V_Rouen"
"4417","D_Rouen"
"4430","V_Roma"
"4430","D_Roma"
"4431","V_Roma"
"4431","D_Roma"
"4446","V_Roma"
"4446","D_Roma"
"4447","V_Paris"
"4447","D_Paris"
"4451","V_Tournai"
"4457","D_Utrecht"
"4459","D_Rouen"
"4472","V_Paris"
"4472","D_Paris"
"4492","V_Nantes"
"4492","D_Poitiers"
"4494","V_Sarum"
"4494","D_Sarum"
"4496","V_Sarum"
"4496","D_Sarum"
"4515","D_Rouen"
"4517","D_Mariënwater O.S.Salv."
"4519","V_Roma"
"4519","D_Roma"
"4520","V_Paris"
"4521","V_Roma"
"4521","D_Roma"
"4522","D_O.Carm."
"4542","V_Roma"
"4542","D_Roma"
"4543","V_Paris"
"4543","D_Paris"
"4544","V_Roma"
"4544","D_Roma"
"4546","V_Paris"
"4552","V_Paris"
"4570","V_Tournai"
"4578","D_Bologna"
"4630","V_Roma"
"4630","D_Roma"
"4637","V_Roma"
"4637","D_Roma"
"4639","V_Paris"
"4639","D_Paris"
"4641","V_Paris"
"4641","D_Paris"
"4642","V_Roma"
"4642","D_Arras"
"4643","V_Troyes"
"4643","D_Troyes"
"4644","V_Roma"
"4644","D_Roma"
"4647","V_Paris"
"4650","V_O.P."
"4652","V_Gent, Sint-Pieters O.S.B."
"4652","D_Gent, Sint-Pieters O.S.B."
"4655","V_Roma"
"4655","D_Roma"
"4657","V_Besançon"
"4658","V_Bayeux"
"4658","D_Bayeux"
"4660","V_Roma"
"4660","D_Roma"
"4673","V_Angers"
"4677","V_Roma"
"4677","D_Roma"
"4680","D_Sarum"
"4696","V_Roma"
"4696","D_Roma"
"4707","V_Paris"
"4737","V_Beauvais"
"4737","D_Beauvais"
"4738","V_Tournai"
"4741","V_Coutances"
"4741","D_Bretagne"
"4748","V_Paris"
"4748","D_Paris"
"4749","V_Paris"
"4749","D_Paris"
"4750","V_Paris"
"4750","D_Paris"
"4751","V_Roma"
"4751","D_Tournai"
"4752","V_Le Mans"
"4752","D_Le Mans"
"4754","V_Paris"
"4754","D_Paris"
"4758","V_Amiens"
"4779","V_Paris"
"4779","D_Paris"
"4783","V_Paris"
"4783","D_Paris"
"4788","D_Dol"
"4789","V_Paris"
"4799","V_Bruxelles, Sainte-Gudule O.S.A."
"4805","V_Châlons-en-Champagne"
"4805","D_Châlons-en-Champagne"
"4808","V_Pilton O.S.B."
"4814","V_Roma"
"4815","V_Roma"
"4820","V_Roma"
"4820","D_Roma"
"4824","V_Roma"
"4824","D_Roma"
"4829","V_Paris"
"4829","D_Paris"
"4831","V_Paris"
"4831","D_Paris"
"4838","V_Roma"
"4846","V_Paris"
"4855","D_Sarum"
"4877","V_Évreux"
"4877","D_Évreux"
"4882","V_Paris"
"4882","D_Paris"
"4883","V_Autun"
"4890","V_Paris"
"4890","D_Paris"
"4911","V_Sarum"
"4911","D_Sarum"
"4922","V_Lisieux"
"4926","V_Tournai"
"4926","D_Roma"
"4927","V_Amiens"
"4927","D_Amiens"
"4929","V_Roma"
"4929","D_Roma"
"4968","V_Paris"
"4968","D_Paris"
"4987","D_Liège"
"4988","D_Toul"
"4989","V_Toul"
"4990","V_Cambrai"
"4991","V_Sarum"
"4992","V_Sarum"
"4994","V_Paris"
"4994","D_Paris"
"4995","V_Reims"
"4995","D_Reims"
"4996","V_Langres"
"4996","D_Langres"
"4997","V_Paris"
"4997","D_Paris"
"4998","V_Metz"
"4998","D_Metz"
"4999","V_Roma"
"4999","D_Roma"
"5000","V_Roma"
"5000","D_Roma"
"5001","V_Bordeaux"
"5001","D_Bordeaux"
"5002","V_Roma"
"5002","D_Roma"
"5003","V_Tongeren O.S.A."
"5005","V_Roma"
"5006","V_Tournai"
"5008","V_Valenciennes, Saint-Jean-Baptiste O.S.A."
"5008","D_Valenciennes, Saint-Jean-Baptiste O.S.A."
"5009","V_Sarum"
"5009","D_Sarum"
"5010","V_Amiens"
"5011","D_O.P."
"5012","V_Roma"
"5012","D_Roma"
"5013","V_Roma"
"5014","V_Thérouanne|Amiens (Organisation)"
"5015","V_Roma"
"5016","V_Roma"
"5016","D_Roma"
"5018","V_Roma"
"5019","V_Sarum"
"5019","D_Sarum"
"5020","V_Amiens"
"5021","V_Angers"
"5022","V_Amiens"
"5023","V_Roma"
"5024","V_O.F.M."
"5025","V_Roma"
"5026","V_Paris"
"5027","V_Sarum"
"5028","V_Tours"
"5029","V_Metz"
"5030","V_Sarum"
"5031","V_Autun"
"5032","V_Beauvais"
"5032","D_Beauvais"
"5033","V_Roma"
"5033","D_Roma"
"5034","V_Roma"
"5034","D_Roma"
"5035","V_Sarum"
"5035","D_Sarum"
"5036","V_Roma"
"5037","V_Rouen"
"5038","V_Reims"
"5038","D_Reims"
"5039","V_Paris"
"5039","D_Paris"
"5040","D_Autun"
"5041","V_Paris"
"5041","D_Paris"
"5042","V_Roma"
"5043","V_Roma"
"5045","V_Amiens"
"5061","D_Roma"
"5062","D_Roma"
"5063","D_Roma"
"5064","V_Paris"
"5064","D_Paris"
"5065","V_Rouen"
"5066","V_Paris"
"5066","D_Paris"
"5067","V_Paris"
"5068","V_Sarum"
"5068","D_Sarum"
"5071","V_Sarum"
"5072","V_Amiens"
"5073","V_Paris"
"5074","V_Roma"
"5075","V_Nevers"
"5076","V_Roma"
"5077","V_Chartres"
"5079","V_Paris"
"5080","V_Roma"
"5081","V_Rennes"
"5086","D_Aosta"
"5087","D_Aosta"
"5088","V_Aosta"
"5129","V_Roma"
"5129","D_Roma"
"5163","D_O.F.M."
"5164","D_O.F.M."
"5245","V_Paris"
"5245","D_Paris"
"5268","V_Paris"
"5268","D_Paris"
"5279","V_Roma"
"5280","V_Roma"
"5280","D_Roma"
"5282","D_Lyon"
"5311","V_Paris"
"5311","D_Paris"
"5316","V_Chartres"
"5341","V_Roma"
"5341","D_Roma"
"5345","V_Roma"
"5345","D_Roma"
"5350","V_Rennes"
"5389","V_Rouen"
"5389","D_Rouen"
"5390","V_Roma"
"5390","D_Roma"
"5421","V_Paris"
"5452","V_Roma"
"5452","D_Roma"
"5459","V_Paris"
"5459","D_Paris"
"5564","V_Paris"
"5564","D_Paris"
"5568","D_Roma"
"5587","D_Besançon"
"5589","V_Besançon"
"5590","V_Roma"
"5590","D_Roma"
"5591","V_Chalon-sur-Saône"
"5604","D_Aquileia"
"5682","V_O.F.M."
"5692","V_Paris"
"5692","D_Paris"
"5693","V_Roma"
"5693","D_Tournai"
"5695","D_Roma"
"5696","V_Roma"
"5696","D_Roma"
"5697","V_O.S.A."
"5699","D_O.Praem."
"5700","D_Utrecht"
"5701","D_Utrecht"
"5715","V_Paris"
"5715","D_Paris"
"5724","D_Utrecht"
"5729","V_Paris"
"5729","D_Paris"
"5738","V_Troyes"
"5739","V_Paris"
"5739","D_Paris"
"5744","V_Besançon"
"5744","D_Besançon"
"5745","V_Paris"
"5746","V_Paris"
"5746","D_Paris"
"5747","V_Roma"
"5747","D_Roma"
"5748","D_O.P."
"5751","V_Roma"
"5751","D_Roma"
"5753","V_Troyes"
"5754","V_Roma"
"5754","D_Roma"
"5755","V_Roma"
"5755","D_Roma"
"5756","V_Maeseyck O.S.A."
"5760","V_Roma"
"5760","D_Roma"
"5767","V_Roma"
"5767","D_Roma"
"5780","D_Liège"
"5781","V_Roma"
"5791","V_Utrecht"
"5792","V_Reims"
"5792","D_Reims"
"5794","D_Roma"
"5797","D_Utrecht"
"5798","V_Paris"
"5798","D_Paris"
"5945","V_Roma"
"5945","D_Roma"
"5946","D_Roma"
"5947","D_Roma"
"5950","D_Utrecht"
"5951","D_Reims"
"5953","D_Gravenhage ('s)"
"5955","V_Roma"
"5955","D_Roma"
"5956","V_Sarum"
"5956","D_Sarum"
"5957","V_Roma"
"5957","D_Roma"
"5959","V_Roma"
"5959","D_Roma"
"5960","V_Roma"
"5960","D_Roma"
"5961","D_Roma"
"5962","V_Utrecht"
"5963","V_Watten O.S.A."
"5966","D_Utrecht"
"5969","V_Roma"
"5969","D_Roma"
"6005","V_Roma"
"6005","D_Roma"
"6006","V_Roma"
"6006","D_Roma"
"6011","V_Paris"
"6012","V_Paris"
"6012","D_Paris"
"6013","V_Roma"
"6013","D_Roma"
"6014","V_Roma"
"6014","D_Roma"
"6025","D_Roma"
"6028","D_Narbonne"
"6030","D_Rouen"
"6031","V_Roma"
"6031","D_Roma"
"6032","D_Rouen"
"6033","D_Roma"
"6035","D_Paris"
"6038","V_Roma"
"6038","D_Roma"
"6039","D_O.S.Cl."
"6043","V_Roma"
"6043","D_Roma"
"6044","V_Roma"
"6044","D_Roma"
"6045","V_Paris"
"6045","D_Paris"
"6046","V_Roma"
"6046","D_Roma"
"6047","V_Roma"
"6047","D_Roma"
"6048","V_Paris"
"6048","D_Paris"
"6056","V_Roma"
"6056","D_Roma"
"6057","V_Roma"
"6068","V_Amiens"
"6070","V_Tournai"
"6070","D_Tournai"
"6092","V_Roma"
"6093","V_Thérouanne"
"6095","V_Roma"
"6096","V_Roma"
"6097","V_Tournai"
"6100","V_Tours"
"6108","V_Roma"
"6117","V_Roma"
"6137","V_Angers"
"6146","D_O.S.Salv."
"6150","D_Paris"
"6152","D_Roma"
"6153","D_Sion-en-Valais"
"6159","D_O.F.M."
"6174","D_Soissons"
"6180","D_Tournai, Notre-Dame-du-Bon-Conseil O.S.A."
"6190","V_Metz, Saint-Sauveur O.S.A."
"6206","V_Arras"
"6209","V_Roma"
"6210","V_Windesheim|Utrecht (Organisation)"
"6210","D_Utrecht"
"6223","V_Roma"
"6223","D_Roma"
"6224","V_Roma"
"6224","D_Saint-Riquier"
"6226","V_Roma"
"6226","D_Roma"
"6234","V_Roma"
"6234","D_Bourges"
"6237","V_Roma"
"6238","V_Paris"
"6238","D_Paris"
"6240","V_Rouen"
"6240","D_Roma"
"6244","D_O.Praem."
"6248","V_Roma"
"6248","D_Roma"
"6250","V_Poitiers"
"6250","D_Poitiers"
"6258","V_Roma"
"6258","D_Roma"
"6266","V_Paris"
"6266","D_Paris"
"6275","V_Paris"
"6275","D_Paris"
"6279","V_Paris"
"6279","D_Paris"
"6282","V_Paris"
"6282","D_Paris"
"6285","V_Roma"
"6285","D_O.P."
"6286","V_Rouen"
"6286","D_Rouen"
"6287","V_Paris"
"6287","D_Paris"
"6289","V_Amiens"
"6289","D_Amiens"
"6290","V_Roma"
"6290","D_Roma"
"6296","V_Reims"
"6296","D_Reims"
"6298","V_Paris"
"6298","D_Paris"
"6299","V_Mons, Sainte-Waudru O.S.A."
"6299","D_Mons, Sainte-Waudru O.S.A."
"6301","V_Paris"
"6301","D_Paris"
"6303","V_Paris"
"6303","D_Paris"
"6305","V_Besançon"
"6308","V_Roma"
"6308","D_Roma"
"6313","D_O.Cart."
"6314","V_Paris"
"6314","D_Paris"
"6315","V_Paris"
"6315","D_Paris"
"6316","V_Roma"
"6316","D_Paris"
"6317","V_Roma"
"6317","D_Roma"
"6319","D_Roma"
"6344","V_Roma"
"6344","D_Roma"
"6349","V_O.P."
"6367","D_Liège"
"6369","V_Troyes"
"6369","D_Troyes"
"6390","V_Roma"
"6390","D_Roma"
"6391","V_Roma"
"6391","D_Roma"
"6392","V_Sarum"
"6392","D_Sarum"
"6407","V_Rennes"
"6407","D_Rennes"
"6410","V_Roma"
"6410","D_Roma"
"6412","V_Tournai"
"6412","D_Tournai"
"6425","V_Roma"
"6425","D_Roma"
"6439","V_Roma"
"6440","V_Paris"
"6440","D_Paris"
"6456","V_Paris"
"6462","V_Roma"
"6463","V_Rouen"
"6464","V_Roma"
"6465","V_Troyes"
"6466","V_Orléans"
"6467","V_Roma"
"6468","V_Roma"
"6469","V_Roma"
"6469","D_Roma"
"6480","V_Roma"
"6480","D_Roma"
"6481","V_Roma"
"6481","D_Roma"
"6482","V_Paris"
"6484","V_Paris"
"6485","D_Paris"
"6490","V_Paris"
"6490","D_Paris"
"6494","V_Roma"
"6511","V_Roma"
"6511","D_Roma"
"6513","V_Roma"
"6542","V_Roma"
"6542","D_Roma"
"6549","V_Roma"
"6549","D_Roma"
"6550","V_Roma"
"6550","D_Roma"
"6553","V_Amiens|Thérouanne (Organisation)"
"6554","V_Roma"
"6554","D_Roma"
"6564","V_Rouen"
"6564","D_Rouen"
"6574","V_Châlons-en-Champagne"
"6577","V_Roma"
"6577","D_Roma"
"6581","V_Roma"
"6597","V_Paris"
"6597","D_Paris"
"6598","V_Paris"
"6598","D_Paris"
"6599","V_Paris"
"6599","D_Paris"
"6608","V_Roma"
"6608","D_Roma"
"6613","V_Amiens"
"6613","D_Roma"
"6614","V_Roma"
"6614","D_Roma"
"6625","V_Roma"
"6625","D_Roma"
"6626","V_Roma"
"6626","D_Roma"
"6640","V_Sarum"
"6641","V_Roma"
"6641","D_Roma"
"6642","V_Sarum"
"6642","D_Sarum"
"6643","V_Roma"
"6646","V_Paris"
"6646","D_Paris"
"6647","V_Paris"
"6647","D_Paris"
"6648","V_Roma"
"6648","D_Roma"
"6649","V_Roma"
"6649","D_Roma"
"6650","V_Roma"
"6650","D_Roma"
"6654","V_Amiens"
"6655","V_Le Mans"
"6656","V_Paris"
"6656","D_Paris"
"6657","V_Paris"
"6657","D_Paris"
