msItem H-ID,rec_Title,Parent entity (Manuscript) H-ID,Parent entity RecordTitle,Parent entity (Printed text) H-ID,Parent entity RecordTitle,Work H-ID,Work RecordTitle,use (Organisation) H-ID,use RecordTitle
300206,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0004 : Calendar",2155,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0004 
 
 = Medium: 100043215",,,75963,Calendar | L1 | Section,10083,"France, Sud (Organisation)"
100650,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0017 : Hours of the Virgin",2157,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0017",,,75966,Hours of the Virgin | L1 | Section,10018,"Augsburg, Sankt Ulrich und Afra O.S.B. (Organisation)"
100651,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0019 : Hours of the Virgin",2158,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0019 
 
 = Medium: 100043230",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200309,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0019 : Office of the dead",2158,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0019 
 
 = Medium: 100043230",,,75965,Office of the dead | L1 | Section,,
100652,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 : Hours of the Virgin",2160,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 
 
 = Medium: 100043238",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200310,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 : Office of the dead",2160,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 
 
 = Medium: 100043238",,,75965,Office of the dead | L1 | Section,,
300207,"MsItem of Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 : Calendar",2160,"Paris, Bibliothèque de l'Ecole des Beaux-Arts, Ms.Mas 0022 
 
 = Medium: 100043238",,,75963,Calendar | L1 | Section,10277|10061|10061,Utrecht (Organisation)|Deutschland (Organisation)|Deutschland (Organisation)
100653,"MsItem of Bibliothèque de l'Institut de France, 752 : Hours of the Virgin",2166,"Paris, Bibliothèque de l'Institut de France, 752 
 
 = Medium: 100009843",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100654,"MsItem of Bibliothèque Mazarine, 467 : Hours of the Virgin",2174,"Paris, Bibliothèque Mazarine, 467 
 
 = Medium: 48635",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100655,"MsItem of Bibliothèque Mazarine, 468 : Hours of the Virgin",2175,"Paris, Bibliothèque Mazarine, 468 
 
 = Medium: 49627",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100656,"MsItem of Bibliothèque Mazarine, 469 : Hours of the Virgin",2176,"Paris, Bibliothèque Mazarine, 469 
 
 = Medium: 48636",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
200311,"MsItem of Bibliothèque Mazarine, 469 : Office of the dead",2176,"Paris, Bibliothèque Mazarine, 469 
 
 = Medium: 48636",,,75965,Office of the dead | L1 | Section,10189,Paris (Organisation)
300208,"MsItem of Bibliothèque Mazarine, 469 : Calendar",2176,"Paris, Bibliothèque Mazarine, 469 
 
 = Medium: 48636",,,75963,Calendar | L1 | Section,,
100657,"MsItem of Bibliothèque Mazarine, 470 : Hours of the Virgin",2177,"Paris, Bibliothèque Mazarine, 470 
 
 = Medium: 48637",,,75966,Hours of the Virgin | L1 | Section,10106,Langres (Organisation)
100658,"MsItem of Bibliothèque Mazarine, 471 : Hours of the Virgin",2178,"Paris, Bibliothèque Mazarine, 471",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100659,"MsItem of Bibliothèque Mazarine, 472 : Hours of the Virgin",2179,"Paris, Bibliothèque Mazarine, 472",,,75966,Hours of the Virgin | L1 | Section,10163,O.Cist. (Organisation)
100660,"MsItem of Bibliothèque Mazarine, 473 : Hours of the Virgin",2180,"Paris, Bibliothèque Mazarine, 473 
 
 = Medium: 48640",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100661,"MsItem of Bibliothèque Mazarine, 474 : Hours of the Virgin",2181,"Paris, Bibliothèque Mazarine, 474",,,75966,Hours of the Virgin | L1 | Section,10004,Amiens (Organisation)
100662,"MsItem of Bibliothèque Mazarine, 475 : Hours of the Virgin",2182,"Paris, Bibliothèque Mazarine, 475",,,75966,Hours of the Virgin | L1 | Section,10159,O.Cael. (Organisation)
200312,"MsItem of Bibliothèque Mazarine, 475 : Office of the dead",2182,"Paris, Bibliothèque Mazarine, 475",,,75965,Office of the dead | L1 | Section,,
200313,"MsItem of Bibliothèque Mazarine, 476 : Office of the dead",2183,"Paris, Bibliothèque Mazarine, 476",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
100663,"MsItem of Bibliothèque Mazarine, 478 : Hours of the Virgin",2185,"Paris, Bibliothèque Mazarine, 478",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100664,"MsItem of Bibliothèque Mazarine, 479 : Hours of the Virgin",2186,"Paris, Bibliothèque Mazarine, 479",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100665,"MsItem of Bibliothèque Mazarine, 480 : Hours of the Virgin",2187,"Paris, Bibliothèque Mazarine, 480",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100666,"MsItem of Bibliothèque Mazarine, 481 : Hours of the Virgin",2188,"Paris, Bibliothèque Mazarine, 481",,,75966,Hours of the Virgin | L1 | Section,10006,Angers (Organisation)
100667,"MsItem of Bibliothèque Mazarine, 482 : Hours of the Virgin",2189,"Paris, Bibliothèque Mazarine, 482",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100668,"MsItem of Bibliothèque Mazarine, 483 : Hours of the Virgin",2190,"Paris, Bibliothèque Mazarine, 483",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100669,"MsItem of Bibliothèque Mazarine, 484 : Hours of the Virgin",2191,"Paris, Bibliothèque Mazarine, 484",,,75966,Hours of the Virgin | L1 | Section,10257,Thérouanne (Organisation)
100670,"MsItem of Bibliothèque Mazarine, 485 : Hours of the Virgin",2192,"Paris, Bibliothèque Mazarine, 485",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100671,"MsItem of Bibliothèque Mazarine, 486 : Hours of the Virgin",2193,"Paris, Bibliothèque Mazarine, 486",,,75966,Hours of the Virgin | L1 | Section,10024,Bayeux (Organisation)
100672,"MsItem of Bibliothèque Mazarine, 487 : Hours of the Virgin",2194,"Paris, Bibliothèque Mazarine, 487",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100673,"MsItem of Bibliothèque Mazarine, 488 : Hours of the Virgin",2195,"Paris, Bibliothèque Mazarine, 488",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100674,"MsItem of Bibliothèque Mazarine, 489 : Hours of the Virgin",2196,"Paris, Bibliothèque Mazarine, 489 
 
 = Medium: 48656",,,75966,Hours of the Virgin | L1 | Section,10060,Coutances (Organisation)
100675,"MsItem of Bibliothèque Mazarine, 490 : Hours of the Virgin",2197,"Paris, Bibliothèque Mazarine, 490 
 
 = Medium: 100004868",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100676,"MsItem of Bibliothèque Mazarine, 491 : Hours of the Virgin",2198,"Paris, Bibliothèque Mazarine, 491 
 
 = Medium: 48657",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100677,"MsItem of Bibliothèque Mazarine, 492 : Hours of the Virgin",2199,"Paris, Bibliothèque Mazarine, 492",,,75966,Hours of the Virgin | L1 | Section,10169,O.P. (Organisation)
100678,"MsItem of Bibliothèque Mazarine, 493 : Hours of the Virgin",2200,"Paris, Bibliothèque Mazarine, 493",,,75966,Hours of the Virgin | L1 | Section,10024,Bayeux (Organisation)
100679,"MsItem of Bibliothèque Mazarine, 495 : Hours of the Virgin",2201,"Paris, Bibliothèque Mazarine, 495",,,75966,Hours of the Virgin | L1 | Section,10134,Meaux (Organisation)
100680,"MsItem of Bibliothèque Mazarine, 496 : Hours of the Virgin",2202,"Paris, Bibliothèque Mazarine, 496",,,75966,Hours of the Virgin | L1 | Section,10033,Bourges (Organisation)
100681,"MsItem of Bibliothèque Mazarine, 497 : Hours of the Virgin | L1 | Section",2203,"Paris, Bibliothèque Mazarine, 497",,,75966,Hours of the Virgin | L1 | Section,10274,Troyes (Organisation)
100682,"MsItem of Bibliothèque Mazarine, 498 : Hours of the Virgin",2204,"Paris, Bibliothèque Mazarine, 498",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100683,"MsItem of Bibliothèque Mazarine, 499 : Hours of the Virgin",2205,"Paris, Bibliothèque Mazarine, 499 
 
 = Medium: 48664",,,75966,Hours of the Virgin | L1 | Section,10183,Orléans (Organisation)
100684,"MsItem of Bibliothèque Mazarine, 501 : Hours of the Virgin",2206,"Paris, Bibliothèque Mazarine, 501",,,75966,Hours of the Virgin | L1 | Section,10052,Chartres (Organisation)
200314,"MsItem of Bibliothèque Mazarine, 501 : Office of the dead",2206,"Paris, Bibliothèque Mazarine, 501",,,75965,Office of the dead | L1 | Section,,
100685,"MsItem of Bibliothèque Mazarine, 502 : Hours of the Virgin | L1 | Section",2207,"Paris, Bibliothèque Mazarine, 502",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100686,"MsItem of Bibliothèque Mazarine, 503 : Hours of the Virgin",2208,"Paris, Bibliothèque Mazarine, 503",,,75966,Hours of the Virgin | L1 | Section,10261,Toul (Organisation)
100687,"MsItem of Bibliothèque Mazarine, 504 : Hours of the Virgin | L1 | Section",2209,"Paris, Bibliothèque Mazarine, 504",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100688,"MsItem of Bibliothèque Mazarine, 505 : Hours of the Virgin",2210,"Paris, Bibliothèque Mazarine, 505",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100689,"MsItem of Bibliothèque Mazarine, 506 : Hours of the Virgin",2211,"Paris, Bibliothèque Mazarine, 506",,,75966,Hours of the Virgin | L1 | Section,10212,Rennes (Organisation)
100690,"MsItem of Bibliothèque Mazarine, 508 : Hours of the Virgin",2212,"Paris, Bibliothèque Mazarine, 508",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100691,"MsItem of Bibliothèque Mazarine, 511 : Hours of the Virgin",2215,"Paris, Bibliothèque Mazarine, 511",,,75966,Hours of the Virgin | L1 | Section,10281,Vendôme (Organisation)
200315,"MsItem of Bibliothèque Mazarine, 511 : Office of the dead | L1 | Section",2215,"Paris, Bibliothèque Mazarine, 511",,,75965,Office of the dead | L1 | Section,10274,Troyes (Organisation)
300209,"MsItem of Bibliothèque Mazarine, 511 : Calendar | L1 | Section",2215,"Paris, Bibliothèque Mazarine, 511",,,75963,Calendar | L1 | Section,10274,Troyes (Organisation)
100692,"MsItem of Bibliothèque Mazarine, 514 : Hours of the Virgin",2216,"Paris, Bibliothèque Mazarine, 514",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
100693,"MsItem of Bibliothèque Mazarine, 515 : Hours of the Virgin",2217,"Paris, Bibliothèque Mazarine, 515",,,75966,Hours of the Virgin | L1 | Section,10106,Langres (Organisation)
100694,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 01 : Hours of the Virgin",2218,"Paris, Bibliothèque Mazarine, Coll. Faralicq 01 
 
 = Medium: 49342",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100695,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 04 : Hours of the Virgin",2219,"Paris, Bibliothèque Mazarine, Coll. Faralicq 04 
 
 = Medium: 49344",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100696,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 05 : Hours of the Virgin",2220,"Paris, Bibliothèque Mazarine, Coll. Faralicq 05 
 
 = Medium: 49345",,,75966,Hours of the Virgin | L1 | Section,10212,Rennes (Organisation)
100697,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 06 : Hours of the Virgin",2221,"Paris, Bibliothèque Mazarine, Coll. Faralicq 06 
 
 = Medium: 49346",,,75966,Hours of the Virgin | L1 | Section,10257,Thérouanne (Organisation)
200316,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 06 : Office of the dead",2221,"Paris, Bibliothèque Mazarine, Coll. Faralicq 06 
 
 = Medium: 49346",,,75965,Office of the dead | L1 | Section,10209,Reims (Organisation)
300210,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 06 : Calendar",2221,"Paris, Bibliothèque Mazarine, Coll. Faralicq 06 
 
 = Medium: 49346",,,75963,Calendar | L1 | Section,10250,Unknown (Organisation)
100698,"MsItem of Bibliothèque Mazarine, Coll. Faralicq 07 : Hours of the Virgin",2222,"Paris, Bibliothèque Mazarine, Coll. Faralicq 07 
 
 = Medium: 49347",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100705,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 102 : Hours of the Virgin",2235,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 102",,,75966,Hours of the Virgin | L1 | Section,10063,Dol (Organisation)
100706,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 125 : Hours of the Virgin",2236,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 125",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
200317,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 196 : Office of the dead",2237,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 196 
 
 = Medium: 19661",,,75965,Office of the dead | L1 | Section,10161,O.Carm. (Organisation)
100707,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 222 : Hours of the Virgin",2238,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 222",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100708,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 223 : Hours of the Virgin",2239,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 223",,,75966,Hours of the Virgin | L1 | Section,10027,Besançon (Organisation)
100709,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 224 : Hours of the Virgin",2240,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 224",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200318,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 280 : Office of the dead",2241,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 280",,,75965,Office of the dead | L1 | Section,10165,O.F.M. (Organisation)
100710,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 281 : Hours of the Virgin",2242,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 281",,,75966,Hours of the Virgin | L1 | Section,10159,O.Cael. (Organisation)
100711,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 283 : Hours of the Virgin",2243,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 283",,,75966,Hours of the Virgin | L1 | Section,10292,Windesheim O.S.A. (Organisation)
100712,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 286 : Hours of the Virgin",2244,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 286",,,75966,Hours of the Virgin | L1 | Section,10110,Le Puy-en-Velay (Organisation)
100713,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 287 : Hours of the Virgin",2245,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 287",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
100714,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 289 : Hours of the Virgin",2247,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 289",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100715,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 290 : Hours of the Virgin",2248,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 290",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100716,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 291 : Hours of the Virgin",2249,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 291",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100717,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 414 : Hours of the Virgin",2250,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 414",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100718,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 415 : Hours of the Virgin",2251,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 415",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100719,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 416 : Hours of the Virgin",2252,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 416 
 
 = Medium: 100088512",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100720,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 417 : Hours of the Virgin",2253,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 417",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100721,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 418 : Hours of the Virgin",2254,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 418",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200319,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 424 : Office of the dead",2256,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 424",,,75965,Office of the dead | L1 | Section,10177,O.S.Salv. (Organisation)
100722,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 426 : Hours of the Virgin",2257,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 426",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100723,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 427 : Hours of the Virgin",2258,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 427",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100724,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 428 : Hours of the Virgin",2259,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 428",,,75966,Hours of the Virgin | L1 | Section,10052,Chartres (Organisation)
100725,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 429 : Hours of the Virgin",2260,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 429 
 
 = Medium: 100088513",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100726,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 431 : Hours of the Virgin",2262,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 431",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
100727,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 432 : Hours of the Virgin",2263,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 432",,,75966,Hours of the Virgin | L1 | Section,10268,Tours (Organisation)
100728,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 433 : Hours of the Virgin",2264,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 433",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100729,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 434 : Hours of the Virgin",2265,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 434",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100730,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 435 : Hours of the Virgin",2266,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 435",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100731,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 436 : Hours of the Virgin",2267,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 436",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100732,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 437 : Hours of the Virgin",2268,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 437",,,75966,Hours of the Virgin | L1 | Section,10268,Tours (Organisation)
100733,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 438 : Hours of the Virgin",2269,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 438",,,75966,Hours of the Virgin | L1 | Section,10169,O.P. (Organisation)
100734,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 439 : Hours of the Virgin",2270,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 439",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100735,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 554 : Hours of the Virgin",2271,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 554",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100736,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 555 : Hours of the Virgin",2272,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 555",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100737,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 556 : Hours of the Virgin",2273,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 556",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100738,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 557 : Hours of the Virgin",2274,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 557",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100739,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 558 : Hours of the Virgin",2275,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 558",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100740,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560 : Hours of the Virgin",2276,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560",,,75966,Hours of the Virgin | L1 | Section,10060,Coutances (Organisation)
200320,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560 : Office of the dead",2276,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560",,,75965,Office of the dead | L1 | Section,10060,Coutances (Organisation)
300211,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560 : Calendar",2276,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 560",,,75963,Calendar | L1 | Section,10060,Coutances (Organisation)
100741,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 561 : Hours of the Virgin",2277,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 561",,,75966,Hours of the Virgin | L1 | Section,10268,Tours (Organisation)
100742,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562 : Hours of the Virgin",2278,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
200321,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562 : Office of the dead",2278,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300212,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562 : Calendar",2278,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 562",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
100743,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563 : Hours of the Virgin",2279,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563",,,75966,Hours of the Virgin | L1 | Section,10250,Unknown (Organisation)
200322,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563 : Office of the dead",2279,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563",,,75965,Office of the dead | L1 | Section,10107,Laon (Organisation)
300213,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563 : Calendar",2279,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 563",,,75963,Calendar | L1 | Section,10081,"France, Nord-Est (Organisation)"
100744,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 564 : Hours of the Virgin",2280,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 564",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100745,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 565 : Hours of the Virgin",2281,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 565",,,75966,Hours of the Virgin | L1 | Section,10089,Gent (Organisation)
100746,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 566 : Hours of the Virgin",2282,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 566",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100747,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 567 : Hours of the Virgin",2283,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 567",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
100748,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 568 : Hours of the Virgin",2284,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 568",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
100749,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 569 : Hours of the Virgin",2285,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 569",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
733975,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 569 : Office of the dead | L1 | Section",2285,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 569",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
100750,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 570 : Hours of the Virgin",2286,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 570 
 
 = Medium: 100049228",,,75966,Hours of the Virgin | L1 | Section,10136,Metz (Organisation)
100751,"MsItem of Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 573 : Hours of the Virgin",2289,"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 573",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
