msItem H-ID,rec_Title,Parent entity (Manuscript) H-ID,Parent entity RecordTitle,Parent entity (Printed text) H-ID,Parent entity RecordTitle,Work H-ID,Work RecordTitle,use (Organisation) H-ID,use RecordTitle
101136,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3048,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie ""A la licorne",,,75966,Hours of the Virgin | L1 | Section,10292,Windesheim O.S.A. (Organisation)
200458,"MsItem of Inconnu, Inconnu : Office of the dead",3049,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie ""Recherches",,,75965,Office of the dead | L1 | Section,10146,Nantes (Organisation)
101137,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3050,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Andrieux, 037-1956",,,75966,Hours of the Virgin | L1 | Section,10244,Saintes (Organisation)
200459,"MsItem of Inconnu, Inconnu : Office of the dead",3052,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 2 (Defuncti)",,,75965,Office of the dead | L1 | Section,10062,Dijon (Organisation)
200460,"MsItem of Inconnu, Inconnu : Office of the dead",3053,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 3 (Defuncti)",,,75965,Office of the dead | L1 | Section,10051,Châlons-en-Champagne (Organisation)
101138,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3054,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 1",,,75966,Hours of the Virgin | L1 | Section,10141,"Mons, Sainte-Waudru O.S.A. (Organisation)"
101139,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3055,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 2",,,75966,Hours of the Virgin | L1 | Section,10062,Dijon (Organisation)
101140,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3056,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 3",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
101141,"MsItem of Inconnu, Inconnu : Hours of the Virgin",3057,"Inconnu, Inconnu, Inconnu 
 - FRA, Paris, Vente Librairie Giraud-Baudin, Sn 4",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101142,"MsItem of Collection Herman Mulder, ms 25 : Hours of the Virgin",3058,"Inconnu, Collection Herman Mulder, ms 25 
 - FRA, Paris, Vente Librairie Recherches, 01/01/1937",,,75966,Hours of the Virgin | L1 | Section,10146,Nantes (Organisation)
101143,"MsItem of Bibliothèque municipale, 4 : Hours of the Virgin",3062,"Périgueux, Bibliothèque municipale, 4 
 
 = Medium: 23448",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101144,"MsItem of Bibliothèque municipale, 1096 : Hours of the Virgin",3066,"Poitiers, Bibliothèque municipale, 1096 
 
 = Medium: 100017474",,,75966,Hours of the Virgin | L1 | Section,10202,Poitiers (Organisation)
101145,"MsItem of Bibliothèque municipale, 1097 : Hours of the Virgin",3067,"Poitiers, Bibliothèque municipale, 1097 
 
 = Medium: 100017475",,,75966,Hours of the Virgin | L1 | Section,10202,Poitiers (Organisation)
101146,"MsItem of Bibliothèque municipale, 0043 (214) : Hours of the Virgin",3073,"Poitiers, Bibliothèque municipale, 0043 (214) 
 
 = Medium: 23522",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101147,"MsItem of Bibliothèque municipale, 0044 (267) : Hours of the Virgin",3074,"Poitiers, Bibliothèque municipale, 0044 (267) 
 
 = Medium: 23523",,,75966,Hours of the Virgin | L1 | Section,10202,Poitiers (Organisation)
101148,"MsItem of Bibliothèque municipale, 0045 (291) : Hours of the Virgin",3075,"Poitiers, Bibliothèque municipale, 0045 (291) 
 
 = Medium: 23524",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101149,"MsItem of Bibliothèque municipale, 0046 (304) : Hours of the Virgin",3076,"Poitiers, Bibliothèque municipale, 0046 (304) 
 
 = Medium: 100018650",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101150,"MsItem of Bibliothèque municipale, 0047 (308) : Hours of the Virgin",3077,"Poitiers, Bibliothèque municipale, 0047 (308) 
 
 = Medium: 100018651",,,75966,Hours of the Virgin | L1 | Section,10244,Saintes (Organisation)
101151,"MsItem of Bibliothèque municipale, 0049 (311) : Hours of the Virgin",3079,"Poitiers, Bibliothèque municipale, 0049 (311) 
 
 = Medium: 23525",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101152,"MsItem of Bibliothèque municipale, 0050 (324) : Hours of the Virgin",3080,"Poitiers, Bibliothèque municipale, 0050 (324) 
 
 = Medium: 23526",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101153,"MsItem of Bibliothèque municipale, 0051 (332) : Hours of the Virgin",3081,"Poitiers, Bibliothèque municipale, 0051 (332) 
 
 = Medium: 100018653",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101154,"MsItem of Bibliothèque municipale, 0052 (333) : Hours of the Virgin",3082,"Poitiers, Bibliothèque municipale, 0052 (333) 
 
 = Medium: 100018654",,,75966,Hours of the Virgin | L1 | Section,10244,Saintes (Organisation)
101155,"MsItem of Bibliothèque municipale, 0053 (292) : Hours of the Virgin",3083,"Poitiers, Bibliothèque municipale, 0053 (292) 
 
 = Medium: 23527",,,75966,Hours of the Virgin | L1 | Section,10109,Le Mans (Organisation)
101156,"MsItem of Bibliothèque municipale, 0054 (293) : Hours of the Virgin",3084,"Poitiers, Bibliothèque municipale, 0054 (293) 
 
 = Medium: 23528",,,75966,Hours of the Virgin | L1 | Section,10244,Saintes (Organisation)
101157,"MsItem of Bibliothèque municipale, 0055 (334) : Hours of the Virgin",3085,"Poitiers, Bibliothèque municipale, 0055 (334) 
 
 = Medium: 23529",,,75966,Hours of the Virgin | L1 | Section,10268,Tours (Organisation)
101158,"MsItem of Bibliothèque municipale, 0056 (268) : Hours of the Virgin",3086,"Poitiers, Bibliothèque municipale, 0056 (268) 
 
 = Medium: 100018655",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200461,"MsItem of Bibliothèque municipale, 0056 (268) : Office of the dead",3086,"Poitiers, Bibliothèque municipale, 0056 (268) 
 
 = Medium: 100018655",,,75965,Office of the dead | L1 | Section,,
101159,"MsItem of Bibliothèque municipale, 0058 (310) : Hours of the Virgin",3088,"Poitiers, Bibliothèque municipale, 0058 (310) 
 
 = Medium: 100018656",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101162,"MsItem of Bibliothèque municipale, 2 : Hours of the Virgin",3115,"Pont-à-Mousson, Bibliothèque municipale, 2 
 - Ms. 05.97.157 - cote bibliothèque 
 = Medium: 23615",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
101163,"MsItem of Bibliothèque municipale, 20 : Hours of the Virgin",3117,"Provins, Bibliothèque municipale, 20 
 
 = Medium: 100003651",,,75966,Hours of the Virgin | L1 | Section,10120,Lisieux (Organisation)
101164,"MsItem of Bibliothèque municipale, 21 : Hours of the Virgin",3118,"Provins, Bibliothèque municipale, 21 
 
 = Medium: 23827",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101165,"MsItem of Bibliothèque municipale, 22 : Hours of the Virgin",3119,"Provins, Bibliothèque municipale, 22 
 
 = Medium: 100004092",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101166,"MsItem of Bibliothèque municipale, 23 : Hours of the Virgin",3120,"Provins, Bibliothèque municipale, 23 
 
 = Medium: 100003652",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101167,"MsItem of Bibliothèque municipale, 24 : Hours of the Virgin",3121,"Provins, Bibliothèque municipale, 24 
 
 = Medium: 23828",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101168,"MsItem of Bibliothèque municipale, 2788 : Hours of the Virgin",3126,"Reims, Bibliothèque municipale, 2788 
 
 = Medium: 45423",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
200463,"MsItem of Bibliothèque municipale, 2788 : Office of the dead",3126,"Reims, Bibliothèque municipale, 2788 
 
 = Medium: 45423",,,75965,Office of the dead | L1 | Section,10209,Reims (Organisation)
300298,"MsItem of Bibliothèque municipale, 2788 : Calendar",3126,"Reims, Bibliothèque municipale, 2788 
 
 = Medium: 45423",,,75963,Calendar | L1 | Section,10209,Reims (Organisation)
101169,"MsItem of Bibliothèque municipale, 2852 : Hours of the Virgin",3127,"Reims, Bibliothèque municipale, 2852 
 
 = Medium: 100048116",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
200464,"MsItem of Bibliothèque municipale, 2852 : Office of the dead",3127,"Reims, Bibliothèque municipale, 2852 
 
 = Medium: 100048116",,,75965,Office of the dead | L1 | Section,10209,Reims (Organisation)
300299,"MsItem of Bibliothèque municipale, 2852 : Calendar",3127,"Reims, Bibliothèque municipale, 2852 
 
 = Medium: 100048116",,,75963,Calendar | L1 | Section,10209,Reims (Organisation)
101170,"MsItem of Bibliothèque municipale, 0358 (C. 205) : Hours of the Virgin | L1 | Section",3128,"Reims, Bibliothèque municipale, 0358 (C. 205) 
 
 = Medium: 38031",,,75966,Hours of the Virgin | L1 | Section,10072,Évreux (Organisation)
733977,"MsItem of Bibliothèque municipale, 0358 (C. 205) : Office of the dead | L1 | Section",3128,"Reims, Bibliothèque municipale, 0358 (C. 205) 
 
 = Medium: 38031",,,75965,Office of the dead | L1 | Section,10072,Évreux (Organisation)
101171,"MsItem of Bibliothèque municipale, 0359 (N. Fonds) : Hours of the Virgin",3129,"Reims, Bibliothèque municipale, 0359 (N. Fonds) 
 
 = Medium: 24064",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
101172,"MsItem of Bibliothèque municipale, 0360 (N. Fonds) : Hours of the Virgin",3130,"Reims, Bibliothèque municipale, 0360 (N. Fonds) 
 
 = Medium: 24065",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200465,"MsItem of Bibliothèque municipale, 0360 (N. Fonds) : Office of the dead",3130,"Reims, Bibliothèque municipale, 0360 (N. Fonds) 
 
 = Medium: 24065",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300300,"MsItem of Bibliothèque municipale, 0360 (N. Fonds) : Calendar",3130,"Reims, Bibliothèque municipale, 0360 (N. Fonds) 
 
 = Medium: 24065",,,75963,Calendar | L1 | Section,10189,Paris (Organisation)
101173,"MsItem of Bibliothèque municipale, 28 : Hours of the Virgin",3133,"Rennes, Bibliothèque municipale, 28 
 
 = Medium: 100026161",,,75966,Hours of the Virgin | L1 | Section,10212,Rennes (Organisation)
101174,"MsItem of Bibliothèque municipale, 76 : Hours of the Virgin",3164,"Riom, Bibliothèque municipale, 76 
 
 = Medium: 35192",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
101175,"MsItem of Bibliothèque municipale, 78 : Hours of the Virgin",3165,"Riom, Bibliothèque municipale, 78 
 
 = Medium: 35194",,,75966,Hours of the Virgin | L1 | Section,10244,Saintes (Organisation)
101176,"MsItem of Bibliothèque municipale, 16 : Hours of the Virgin",3176,"Romorantin, Bibliothèque municipale, 16 
 - Musée de Sologne, Fonds Delaune, non coté [3] - cote bibliothèque 
 = Medium: 37693",,,75966,Hours of the Virgin | L1 | Section,10033,Bourges (Organisation)
101177,"MsItem of Bibliothèque municipale, 6 : Hours of the Virgin",3177,"Roubaix, Bibliothèque municipale, 6 
 
 = Medium: 100027917",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200466,"MsItem of Bibliothèque municipale, 6 : Office of the dead",3177,"Roubaix, Bibliothèque municipale, 6 
 
 = Medium: 100027917",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300301,"MsItem of Bibliothèque municipale, 6 : Calendar",3177,"Roubaix, Bibliothèque municipale, 6 
 
 = Medium: 100027917",,,75963,Calendar | L1 | Section,10250,Unknown (Organisation)
101178,"MsItem of Bibliothèque municipale, 0326 (Y. 139 a) : Hours of the Virgin",3181,"Rouen, Bibliothèque municipale, 0326 (Y. 139 a) 
 
 = Medium: 100005703",,,75966,Hours of the Virgin | L1 | Section,,
101179,"MsItem of Bibliothèque municipale, 0327 (A. 554) : Hours of the Virgin",3182,"Rouen, Bibliothèque municipale, 0327 (A. 554) 
 
 = Medium: 100005704",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101180,"MsItem of Bibliothèque municipale, 0328 (A. 552) : Hours of the Virgin",3183,"Rouen, Bibliothèque municipale, 0328 (A. 552) 
 
 = Medium: 100005705",,,75966,Hours of the Virgin | L1 | Section,10023,Avranches (Organisation)
101181,"MsItem of Bibliothèque municipale, 0331 (Y. 148) : Hours of the Virgin",3186,"Rouen, Bibliothèque municipale, 0331 (Y. 148) 
 
 = Medium: 100005720",,,75966,Hours of the Virgin | L1 | Section,10120,Lisieux (Organisation)
101182,"MsItem of Bibliothèque municipale, 0333 (A. 556) : Hours of the Virgin",3188,"Rouen, Bibliothèque municipale, 0333 (A. 556) 
 
 = Medium: 100005722",,,75966,Hours of the Virgin | L1 | Section,10023,Avranches (Organisation)
101183,"MsItem of Bibliothèque municipale, 0334 (Y. 239) : Hours of the Virgin",3189,"Rouen, Bibliothèque municipale, 0334 (Y. 239) 
 
 = Medium: 100005723",,,75966,Hours of the Virgin | L1 | Section,10072,Évreux (Organisation)
200467,"MsItem of Bibliothèque municipale, 0335 (A. 583) : Office of the dead",3190,"Rouen, Bibliothèque municipale, 0335 (A. 583) 
 
 = Medium: 100005725",,,75965,Office of the dead | L1 | Section,10261,Toul (Organisation)
101184,"MsItem of Bibliothèque municipale, 0336 (Y. 149) : Hours of the Virgin",3191,"Rouen, Bibliothèque municipale, 0336 (Y. 149) 
 
 = Medium: 100005727",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
101185,"MsItem of Bibliothèque municipale, 0338 (Y. 163) : Hours of the Virgin",3193,"Rouen, Bibliothèque municipale, 0338 (Y. 163) 
 
 = Medium: 100005730",,,75966,Hours of the Virgin | L1 | Section,10023,Avranches (Organisation)
101186,"MsItem of Bibliothèque municipale, 0339 (A. 553) : Hours of the Virgin",3194,"Rouen, Bibliothèque municipale, 0339 (A. 553) 
 
 = Medium: 39065",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101187,"MsItem of Bibliothèque municipale, 0340 (A. 587) : Hours of the Virgin",3195,"Rouen, Bibliothèque municipale, 0340 (A. 587) 
 
 = Medium: 100005737",,,75966,Hours of the Virgin | L1 | Section,10120,Lisieux (Organisation)
101188,"MsItem of Bibliothèque municipale, 0341 (A. 596) : Hours of the Virgin",3196,"Rouen, Bibliothèque municipale, 0341 (A. 596) 
 
 = Medium: 100005738",,,75966,Hours of the Virgin | L1 | Section,10058,Cluny O.S.B. (Organisation)
101189,"MsItem of Bibliothèque municipale, 0342 (Y. 140) : Hours of the Virgin",3197,"Rouen, Bibliothèque municipale, 0342 (Y. 140) 
 
 = Medium: 100005739",,,75966,Hours of the Virgin | L1 | Section,10072,Évreux (Organisation)
101190,"MsItem of Bibliothèque municipale, 0343 (Y. 141) : Hours of the Virgin",3198,"Rouen, Bibliothèque municipale, 0343 (Y. 141) 
 
 = Medium: 100005740",,,75966,Hours of the Virgin | L1 | Section,10024,Bayeux (Organisation)
101191,"MsItem of Bibliothèque municipale, 0344 (Y. 142) : Hours of the Virgin",3199,"Rouen, Bibliothèque municipale, 0344 (Y. 142) 
 
 = Medium: 100005745",,,75966,Hours of the Virgin | L1 | Section,10120,Lisieux (Organisation)
101192,"MsItem of Bibliothèque municipale, 0345 (Y. 145) : Hours of the Virgin",3200,"Rouen, Bibliothèque municipale, 0345 (Y. 145) 
 
 = Medium: 100005747",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101193,"MsItem of Bibliothèque municipale, 0346 (Y. 146) : Hours of the Virgin",3201,"Rouen, Bibliothèque municipale, 0346 (Y. 146) 
 
 = Medium: 100005749",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101194,"MsItem of Bibliothèque municipale, 0347 (Y. 147) : Hours of the Virgin",3202,"Rouen, Bibliothèque municipale, 0347 (Y. 147) 
 
 = Medium: 100005752",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101195,"MsItem of Bibliothèque municipale, 0348 (Y. 150) : Hours of the Virgin",3203,"Rouen, Bibliothèque municipale, 0348 (Y. 150) 
 
 = Medium: 100005753",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101196,"MsItem of Bibliothèque municipale, 0349 (Y. 151) : Hours of the Virgin",3204,"Rouen, Bibliothèque municipale, 0349 (Y. 151) 
 
 = Medium: 100026569",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101197,"MsItem of Bibliothèque municipale, 0350 (Y. 152) : Hours of the Virgin",3205,"Rouen, Bibliothèque municipale, 0350 (Y. 152) 
 
 = Medium: 100005754",,,75966,Hours of the Virgin | L1 | Section,10120,Lisieux (Organisation)
101198,"MsItem of Bibliothèque municipale, 0351 (Y. 154) : Hours of the Virgin",3206,"Rouen, Bibliothèque municipale, 0351 (Y. 154) 
 
 = Medium: 100005755",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101199,"MsItem of Bibliothèque municipale, 0352 (Y. 155) : Hours of the Virgin",3207,"Rouen, Bibliothèque municipale, 0352 (Y. 155) 
 
 = Medium: 100005756",,,75966,Hours of the Virgin | L1 | Section,10055,Clermont (Organisation)
101200,"MsItem of Bibliothèque municipale, 0353 (Y. 156) : Hours of the Virgin",3208,"Rouen, Bibliothèque municipale, 0353 (Y. 156) 
 
 = Medium: 100003381",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101201,"MsItem of Bibliothèque municipale, 0354 (Y. 157) : Hours of the Virgin",3209,"Rouen, Bibliothèque municipale, 0354 (Y. 157) 
 
 = Medium: 100005572",,,75966,Hours of the Virgin | L1 | Section,10024,Bayeux (Organisation)
101202,"MsItem of Bibliothèque municipale, 0355 (Y. 159) : Hours of the Virgin",3210,"Rouen, Bibliothèque municipale, 0355 (Y. 159) 
 
 = Medium: 100005757",,,75966,Hours of the Virgin | L1 | Section,10052,Chartres (Organisation)
101203,"MsItem of Bibliothèque municipale, 0356 (Y. 161) : Hours of the Virgin",3211,"Rouen, Bibliothèque municipale, 0356 (Y. 161) 
 
 = Medium: 100005758",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101204,"MsItem of Bibliothèque municipale, 0357 (Y. 162) : Hours of the Virgin",3212,"Rouen, Bibliothèque municipale, 0357 (Y. 162) 
 
 = Medium: 100005759",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101205,"MsItem of Bibliothèque municipale, 0358 (Y. 144) : Hours of the Virgin",3213,"Rouen, Bibliothèque municipale, 0358 (Y. 144) 
 
 = Medium: 100026570",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101206,"MsItem of Bibliothèque municipale, 0359 (Y. 153) : Hours of the Virgin",3214,"Rouen, Bibliothèque municipale, 0359 (Y. 153) 
 
 = Medium: 100026571",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101207,"MsItem of Bibliothèque municipale, 0360 (Y. 158) : Hours of the Virgin",3215,"Rouen, Bibliothèque municipale, 0360 (Y. 158) 
 
 = Medium: 100026572",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101208,"MsItem of Bibliothèque municipale, 0361 (A. 579) : Hours of the Virgin",3216,"Rouen, Bibliothèque municipale, 0361 (A. 579) 
 
 = Medium: 100005760",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101209,"MsItem of Bibliothèque municipale, 0363 (A. 581) : Hours of the Virgin",3218,"Rouen, Bibliothèque municipale, 0363 (A. 581) 
 
 = Medium: 100026574",,,75966,Hours of the Virgin | L1 | Section,10052,Chartres (Organisation)
101210,"MsItem of Bibliothèque municipale, 0366 (A. 581bis) : Hours of the Virgin",3221,"Rouen, Bibliothèque municipale, 0366 (A. 581bis)",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101211,"MsItem of Bibliothèque municipale, 3022 (Leber 0135) : Hours of the Virgin",3223,"Rouen, Bibliothèque municipale, 3022 (Leber 0135) 
 
 = Medium: 100003894",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
101212,"MsItem of Bibliothèque municipale, 3023 (Leber 0136) : Hours of the Virgin",3224,"Rouen, Bibliothèque municipale, 3023 (Leber 0136) 
 
 = Medium: 100003895",,,75966,Hours of the Virgin | L1 | Section,10257,Thérouanne (Organisation)
101213,"MsItem of Bibliothèque municipale, 3024 (Leber 0137) : Hours of the Virgin",3225,"Rouen, Bibliothèque municipale, 3024 (Leber 0137) 
 
 = Medium: 100003896",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200468,"MsItem of Bibliothèque municipale, 3024 (Leber 0137) : Office of the dead",3225,"Rouen, Bibliothèque municipale, 3024 (Leber 0137) 
 
 = Medium: 100003896",,,75965,Office of the dead | L1 | Section,10250,Unknown (Organisation)
300302,"MsItem of Bibliothèque municipale, 3024 (Leber 0137) : Calendar",3225,"Rouen, Bibliothèque municipale, 3024 (Leber 0137) 
 
 = Medium: 100003896",,,75963,Calendar | L1 | Section,10150,"Nederland, Sud (Organisation)"
101214,"MsItem of Bibliothèque municipale, 3025 (Leber 0139) : Hours of the Virgin",3226,"Rouen, Bibliothèque municipale, 3025 (Leber 0139) 
 
 = Medium: 100003897",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101215,"MsItem of Bibliothèque municipale, 3026 (Leber 0140) : Hours of the Virgin",3227,"Rouen, Bibliothèque municipale, 3026 (Leber 0140) 
 
 = Medium: 100003898",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101216,"MsItem of Bibliothèque municipale, 3027 (Leber 0141) : Hours of the Virgin",3228,"Rouen, Bibliothèque municipale, 3027 (Leber 0141) 
 
 = Medium: 100003899",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101217,"MsItem of Bibliothèque municipale, 3028 (Leber 0142) : Hours of the Virgin",3229,"Rouen, Bibliothèque municipale, 3028 (Leber 0142) 
 
 = Medium: 100003546",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101218,"MsItem of Bibliothèque municipale, 3029 (Leber 0143) : Hours of the Virgin",3230,"Rouen, Bibliothèque municipale, 3029 (Leber 0143) 
 
 = Medium: 100003900",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101219,"MsItem of Bibliothèque municipale, suppl. * (Martainville 0164) : Hours of the Virgin",3232,"Rouen, Bibliothèque municipale, suppl. * (Martainville 0164) 
 
 = Medium: 100006797",,,75966,Hours of the Virgin | L1 | Section,10051,Châlons-en-Champagne (Organisation)
101220,"MsItem of Bibliothèque municipale, suppl. ** (Martainville 0183) : Hours of the Virgin",3233,"Rouen, Bibliothèque municipale, suppl. ** (Martainville 0183) 
 
 = Medium: 100006798",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101221,"MsItem of Bibliothèque municipale, suppl. *** (Martainville 0192) : Hours of the Virgin",3234,"Rouen, Bibliothèque municipale, suppl. *** (Martainville 0192) 
 
 = Medium: 100006799",,,75966,Hours of the Virgin | L1 | Section,10130,Mainz (Organisation)
200469,"MsItem of Bibliothèque municipale, suppl. *** (Martainville 0192) : Office of the dead",3234,"Rouen, Bibliothèque municipale, suppl. *** (Martainville 0192) 
 
 = Medium: 100006799",,,75965,Office of the dead | L1 | Section,,
300303,"MsItem of Bibliothèque municipale, suppl. *** (Martainville 0192) : Calendar",3234,"Rouen, Bibliothèque municipale, suppl. *** (Martainville 0192) 
 
 = Medium: 100006799",,,75963,Calendar | L1 | Section,10071,Europe centrale (Organisation)
101222,"MsItem of Bibliothèque municipale, suppl. 0037 (p 012) : Hours of the Virgin",3235,"Rouen, Bibliothèque municipale, suppl. 0037 (p 012) 
 
 = Medium: 100006880",,,75966,Hours of the Virgin | L1 | Section,10004,Amiens (Organisation)
200470,"MsItem of Bibliothèque municipale, suppl. 0037 (p 012) : Office of the dead",3235,"Rouen, Bibliothèque municipale, suppl. 0037 (p 012) 
 
 = Medium: 100006880",,,75965,Office of the dead | L1 | Section,10004,Amiens (Organisation)
300304,"MsItem of Bibliothèque municipale, suppl. 0037 (p 012) : Calendar",3235,"Rouen, Bibliothèque municipale, suppl. 0037 (p 012) 
 
 = Medium: 100006880",,,75963,Calendar | L1 | Section,10004,Amiens (Organisation)
101223,"MsItem of Bibliothèque municipale, suppl. 0113 (p 035) : Hours of the Virgin",3236,"Rouen, Bibliothèque municipale, suppl. 0113 (p 035) 
 
 = Medium: 100006885",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
101224,"MsItem of Bibliothèque municipale, suppl. 0896 (m 228) : Hours of the Virgin",3237,"Rouen, Bibliothèque municipale, suppl. 0896 (m 228) 
 
 = Medium: 100006907",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
200471,"MsItem of Bibliothèque municipale, suppl. 0896 (m 228) : Office of the dead",3237,"Rouen, Bibliothèque municipale, suppl. 0896 (m 228) 
 
 = Medium: 100006907",,,75965,Office of the dead | L1 | Section,,
200472,"MsItem of Bibliothèque municipale, Y 232 (225) : Office of the dead",3239,"Rouen, Bibliothèque municipale, Y 232 (225)",,,75965,Office of the dead | L1 | Section,10242,Saint-Wandrille O.S.B. (Organisation)
101225,"MsItem of Bibliothèque municipale, 1 : Hours of the Virgin",3245,"Saint-Brieuc, Bibliothèque municipale, 1 
 
 = Medium: 24730",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101226,"MsItem of Bibliothèque d’agglomération, 402 : Hours of the Virgin",3260,"Saint-Omer, Bibliothèque d’agglomération, 402 
 
 = Medium: 100033274",,,75966,Hours of the Virgin | L1 | Section,10257,Thérouanne (Organisation)
101227,"MsItem of Bibliothèque municipale, 35 : Hours of the Virgin | L1 | Section",3278,"Sens, Bibliothèque municipale, 35 
 
 = Medium: 37673",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101228,"MsItem of Bibliothèque de l'abbaye Saint-Pierre, 17 : Hours of the Virgin",3287,"Solesmes, Bibliothèque de l'abbaye Saint-Pierre, 17 
 
 = Medium: 100014438",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
101229,"MsItem of Bibliothèque de l'abbaye Saint-Pierre, 24 : Hours of the Virgin",3289,"Solesmes, Bibliothèque de l'abbaye Saint-Pierre, 24 
 
 = Medium: 100014442",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
101230,"MsItem of Bibliothèque de l'abbaye Saint-Pierre, 25 : Hours of the Virgin",3290,"Solesmes, Bibliothèque de l'abbaye Saint-Pierre, 25 
 
 = Medium: 100014443",,,75966,Hours of the Virgin | L1 | Section,10183,Orléans (Organisation)
200473,"MsItem of Bibliothèque de l'abbaye Saint-Pierre, 25 : Office of the dead",3290,"Solesmes, Bibliothèque de l'abbaye Saint-Pierre, 25 
 
 = Medium: 100014443",,,75965,Office of the dead | L1 | Section,,
