"Source","Target","Weight"
"St. Severus Erfurt_BN4954B","Blaubeuren_STUTT222","6"
"St. Severus Erfurt_BN4954B","Dominican_CLG20","7"
"St. Severus Erfurt_BN4954B","Ste Croix Paris_MAZ372","7"
"St. Severus Erfurt_BN4954B","Teutonic Order_FULD122B","7"
"St. Severus Erfurt_BN4954B","_STKH102","7"
"St. Severus Erfurt_BN4954B","Uppsala_STKHTL","7"
"St. Severus Erfurt_BN4954B","Skara_UPS97","7"
"St. Severus Erfurt_BN4954B","Västeras_GEN1292","7"
"St. Severus Erfurt_BN4954B","Abo_STKHSN1","7"
"St. Severus Erfurt_BN4954B","Mercedarians_MADR14265","7"
"St. Severus Erfurt_BN4954B","Dominican_CPHN632","7"
"St. Severus Erfurt_BN4954B","Nidaros_CPHN133","6"
"St. Severus Erfurt_BN4954B","Carmelite_BLU-C","6"
"St. Severus Erfurt_BN4954B","Hereford_HEREFDSN","6"
"St. Severus Erfurt_BN4954B","Lincoln_BL38116","6"
"St. Severus Erfurt_BN4954B","Metz_ARS570","6"
"St. Severus Erfurt_BN4954B","Sarum_BL305","6"
"St. Severus Erfurt_BN4954B","Templars_BN10478D","6"
"St. Severus Erfurt_BN4954B","Reenes_S.1893","6"
"St. Severus Erfurt_BN4954B","Oxford_VAT4757","6"
"St. Severus Erfurt_BN4954B","Rennes_ARS616","6"
"St. Severus Erfurt_BN4954B","Rouen_BN4600","6"
"St. Severus Erfurt_BN4954B","_HAAG68","6"
"St. Severus Erfurt_BN4954B","St. Arnulf_METZ333","6"
"St. Severus Erfurt_BN4954B","Lisieux_CAEN17","6"
"St. Severus Erfurt_BN4954B","Coutances_S.1953-2","6"
"St. Severus Erfurt_BN4954B","The Hague_HAAG73B","6"
"St. Severus Erfurt_BN4954B","Hospitallers_BN1400","6"
"St. Severus Erfurt_BN4954B","Hours of Marie de Bohun_CPHT547","6"
"St. Severus Erfurt_BN4954B","Montieramey_BN1063","6"
"St. Severus Erfurt_BN4954B","Seez_BN1272","6"
"St. Severus Erfurt_BN4954B","St. Lo-de-Rouen_GEN1265","6"
"St. Severus Erfurt_BN4954B","St. Jacut-de-la-Mer_BN3081","6"
"St. Severus Erfurt_BN4954B","St. Sauveur Toul_BN17998","6"
"St. Severus Erfurt_BN4954B","St. Lo-de-Coutances_GEN2722","6"
"St. Severus Erfurt_BN4954B","Dol_OXF26","6"
"St. Severus Erfurt_BN4954B","Aversa_VAT12","6"
"St. Severus Erfurt_BN4954B","Vannes_GEN225","6"
"St. Severus Erfurt_BN4954B","Crowland_BL230","6"
"St. Severus Erfurt_BN4954B","Sarum_EDINB13","6"
"St. Severus Erfurt_BN4954B","Countances_BN786D","6"
"St. Severus Erfurt_BN4954B","Lisieux_GEN113","6"
"St. Severus Erfurt_BN4954B","Rouen_ROUEN326","6"
"St. Severus Erfurt_BN4954B","_S.1935-5","6"
"St. Severus Erfurt_BN4954B","Brigittine (Syon)_OXF4","6"
"St. Severus Erfurt_BN4954B","Aberdeen_ABERDSN","6"
"St. Severus Erfurt_BN4954B","Rouen_BN10549","6"
"St. Severus Erfurt_BN4954B","St. Maur Verdun_EPIN235","6"
"St. Severus Erfurt_BN4954B","Murbach_COLM229B","6"
"St. Severus Erfurt_BN4954B","S. Lupo di Beneveto_VAT176S","6"
"St. Severus Erfurt_BN4954B","Chester_BL431","6"
"St. Severus Erfurt_BN4954B","Bodmin_OXF22","6"
"St. Severus Erfurt_BN4954B","Angouleme_BL7","7"
"St. Severus Erfurt_BN4954B","Saintes_BN1307","7"
"St. Severus Erfurt_BN4954B","Angouleme_MAZ11872","7"
"St. Severus Erfurt_BN4954B","Nantes_GEN1251","7"
"St. Severus Erfurt_BN4954B","_MISERSN","6"
"St. Severus Erfurt_BN4954B","York_BL1663","6"
"St. Severus Erfurt_BN4954B","Compostela_SANTSN","6"
"St. Severus Erfurt_BN4954B","Dol_ARS102","6"
"St. Severus Erfurt_BN4954B","Orense_ORENSE9","6"
"St. Severus Erfurt_BN4954B","Tiron_BL8","7"
"St. Severus Erfurt_BN4954B","Tuy_PORT51","7"
"St. Severus Erfurt_BN4954B","Avranches_BN241","6"
"St. Severus Erfurt_BN4954B","Rouen_BN1163","6"
"St. Severus Erfurt_BN4954B","Dol_BN24022","6"
"St. Severus Erfurt_BN4954B","St. Lo-de-Rouen_GEN2634D","6"
"St. Severus Erfurt_BN4954B","Rouen_ROUEN195","6"
"St. Severus Erfurt_BN4954B","St. Brieuc_MALO1600","6"
"St. Severus Erfurt_BN4954B","_RIOM22","6"
"St. Severus Erfurt_BN4954B","Toul_VES13","6"
"St. Severus Erfurt_BN4954B","Toul_ARS617","6"
"St. Severus Erfurt_BN4954B","Tournai_LILLE49","6"
"St. Severus Erfurt_BN4954B","Noyon_BN1615","6"
"St. Severus Erfurt_BN4954B","Tournai_FECSN","6"
"St. Severus Erfurt_BN4954B","St. Riquier_ABBV17","6"
"St. Severus Erfurt_BN4954B","Angers (?)_ANGERS130","7"
"St. Severus Erfurt_BN4954B","St. Peter's Cardena_CHANT52","6"
"St. Severus Erfurt_BN4954B","St. Cyran_COMP1-2","6"
"St. Severus Erfurt_BN4954B","Beaulieu-les-Loches_B1086","6"
"St. Severus Erfurt_BN4954B","Cistercian_ROME1720","6"
"St. Severus Erfurt_BN4954B","St. Bertin_GEN1273","6"
"St. Severus Erfurt_BN4954B","_MUN23083","6"
"St. Severus Erfurt_BN4954B","Williamites_CAMBR1284","6"
"St. Severus Erfurt_BN4954B","Dominican_COLM384","7"
"St. Severus Erfurt_BN4954B","_AVIGN121","7"
"St. Severus Erfurt_BN4954B","St Maurice-en-Valais_VAT69","6"
"St. Severus Erfurt_BN4954B","_OXFUC12","6"
"St. Severus Erfurt_BN4954B","Odense_CPH29B","6"
"St. Severus Erfurt_BN4954B","Schleswig_VATPROP","6"
"St. Severus Erfurt_BN4954B","Toledo_TOL7","7"
"St. Severus Erfurt_BN4954B","_MADR8694","7"
"St. Severus Erfurt_BN4954B","Burgos_BN261","7"
"St. Severus Erfurt_BN4954B","Seville_BN13234","7"
"St. Severus Erfurt_BN4954B","Zamora_MADR25990","7"
"St. Severus Erfurt_BN4954B","Plasencia_BN1589","7"
"St. Severus Erfurt_BN4954B","Jaen_GEN84","7"
"St. Severus Erfurt_BN4954B","Salamanca_MADR2658","7"
"St. Severus Erfurt_BN4954B","Oviedo_MADRBAH2","7"
"St. Severus Erfurt_BN4954B","Cuenca_CUENCA60","7"
"St. Severus Erfurt_BN4954B","Burgos_BURG37","6"
"St. Severus Erfurt_BN4954B","Maubeuge_VAT10288","6"
"St. Severus Erfurt_BN4954B","Maubeuge_CAMBR133","6"
"St. Severus Erfurt_BN4954B","St. Ghislain_DOUAI133","6"
"St. Severus Erfurt_BN4954B","Dominican Vienna_VIE1894","7"
"St. Severus Erfurt_BN4954B","Heiligenkreuz_HEIL65","6"
"St. Mary`s York_CAM27","Subiaco_SUB160","6"
"St. Mary`s York_CAM27","Zwiefalten_STUTT105","6"
"St. Mary`s York_CAM27","Bayeux_BAYEUX74D","8"
"St. Mary`s York_CAM27","Sarum_S.1953-1","6"
"St. Mary`s York_CAM27","Jerusalem_BL1139","7"
"St. Mary`s York_CAM27","Hospitallers_MAZ355","7"
"St. Mary`s York_CAM27","Marguerite's Hours_BL36684","7"
"St. Mary`s York_CAM27","Brigittine_UPS489","7"
"St. Mary`s York_CAM27","Blaubeuren_STUTT118","7"
"St. Mary`s York_CAM27","Bayeux_GEN2712","7"
"St. Mary`s York_CAM27","Zwiefalten_STUTT117","7"
"St. Mary`s York_CAM27","Remiremont_BN1508","7"
"St. Mary`s York_CAM27","Hospitallers_STRASN1","7"
"St. Mary`s York_CAM27","Zwiefalten_STUTT116","7"
"St. Mary`s York_CAM27","Blaubeuren_STUTT222","7"
"St. Mary`s York_CAM27","Camaldolese (Rome)_VAT7599","6"
"St. Mary`s York_CAM27","Camaldolese (Rome)_VAT7722","6"
"St. Mary`s York_CAM27","Camaldolese (Florence)_BL27171","6"
"St. Mary`s York_CAM27","Camaldolese_MIL1048","6"
"St. Mary`s York_CAM27","St. Eutizio_VALL8","6"
"St. Mary`s York_CAM27","Camaldolese_TOL14","6"
"St. Mary`s York_CAM27","Nursia_VALL5","6"
"St. Mary`s York_CAM27","Zwiefalten_KRL60B","6"
"St. Mary`s York_CAM27","St. Lambrecht_BL18306B","6"
"St. Mary`s York_CAM27","Ochsenhausen_STUTT117","6"
"St. Mary`s York_CAM27","Dominican_CLG20","6"
"St. Mary`s York_CAM27","Ste Croix Paris_MAZ372","6"
"St. Mary`s York_CAM27","Teutonic Order_FULD122B","6"
"St. Mary`s York_CAM27","_STKH102","6"
"St. Mary`s York_CAM27","Uppsala_STKHTL","6"
"St. Mary`s York_CAM27","Skara_UPS97","6"
"St. Mary`s York_CAM27","Västeras_GEN1292","6"
"St. Mary`s York_CAM27","Abo_STKHSN1","6"
"St. Mary`s York_CAM27","Mercedarians_MADR14265","6"
"St. Mary`s York_CAM27","Dominican_CPHN632","6"
"St. Mary`s York_CAM27","Nidaros_CPHN133","6"
"St. Mary`s York_CAM27","Carmelite_BLU-C","6"
"St. Mary`s York_CAM27","Hereford_HEREFDSN","6"
"St. Mary`s York_CAM27","Lincoln_BL38116","6"
"St. Mary`s York_CAM27","Metz_ARS570","6"
"St. Mary`s York_CAM27","Sarum_BL305","6"
"St. Mary`s York_CAM27","Templars_BN10478D","6"
"St. Mary`s York_CAM27","Reenes_S.1893","6"
"St. Mary`s York_CAM27","Oxford_VAT4757","6"
"St. Mary`s York_CAM27","Rennes_ARS616","6"
"St. Mary`s York_CAM27","Rouen_BN4600","6"
"St. Mary`s York_CAM27","_HAAG68","6"
"St. Mary`s York_CAM27","St. Arnulf_METZ333","6"
"St. Mary`s York_CAM27","Lisieux_CAEN17","6"
"St. Mary`s York_CAM27","Coutances_S.1953-2","6"
"St. Mary`s York_CAM27","The Hague_HAAG73B","6"
"St. Mary`s York_CAM27","Hospitallers_BN1400","6"
"St. Mary`s York_CAM27","Hours of Marie de Bohun_CPHT547","6"
"St. Mary`s York_CAM27","Montieramey_BN1063","6"
"St. Mary`s York_CAM27","Seez_BN1272","6"
"St. Mary`s York_CAM27","St. Lo-de-Rouen_GEN1265","6"
"St. Mary`s York_CAM27","St. Jacut-de-la-Mer_BN3081","6"
"St. Mary`s York_CAM27","St. Sauveur Toul_BN17998","6"
"St. Mary`s York_CAM27","St. Lo-de-Coutances_GEN2722","6"
"St. Mary`s York_CAM27","Dol_OXF26","6"
"St. Mary`s York_CAM27","Aversa_VAT12","6"
"St. Mary`s York_CAM27","Vannes_GEN225","6"
"St. Mary`s York_CAM27","Crowland_BL230","6"
"St. Mary`s York_CAM27","Sarum_EDINB13","6"
"St. Mary`s York_CAM27","Countances_BN786D","6"
"St. Mary`s York_CAM27","Lisieux_GEN113","6"
"St. Mary`s York_CAM27","Rouen_ROUEN326","6"
"St. Mary`s York_CAM27","_S.1935-5","6"
"St. Mary`s York_CAM27","Brigittine (Syon)_OXF4","6"
"St. Mary`s York_CAM27","Aberdeen_ABERDSN","6"
"St. Mary`s York_CAM27","Rouen_BN10549","6"
"St. Mary`s York_CAM27","St. Maur Verdun_EPIN235","6"
"St. Mary`s York_CAM27","Murbach_COLM229B","6"
"St. Mary`s York_CAM27","Chester_BL431","7"
"St. Mary`s York_CAM27","Bodmin_OXF22","7"
"St. Mary`s York_CAM27","Angouleme_BL7","6"
"St. Mary`s York_CAM27","Saintes_BN1307","6"
"St. Mary`s York_CAM27","Angouleme_MAZ11872","6"
"St. Mary`s York_CAM27","Nantes_GEN1251","6"
"St. Mary`s York_CAM27","_MISERSN","6"
"St. Mary`s York_CAM27","Chalon-sur-Saone_BN13273","6"
"St. Mary`s York_CAM27","York_BL1663","6"
"St. Mary`s York_CAM27","Compostela_SANTSN","6"
"St. Mary`s York_CAM27","Dol_ARS102","6"
"St. Mary`s York_CAM27","Orense_ORENSE9","6"
"St. Mary`s York_CAM27","Tiron_BL8","6"
"St. Mary`s York_CAM27","Tuy_PORT51","6"
"St. Mary`s York_CAM27","Avranches_BN241","6"
"St. Mary`s York_CAM27","Rouen_BN1163","6"
"St. Mary`s York_CAM27","Dol_BN24022","6"
"St. Mary`s York_CAM27","St. Lo-de-Rouen_GEN2634D","6"
"St. Mary`s York_CAM27","Rouen_ROUEN195","6"
"St. Mary`s York_CAM27","St. Brieuc_MALO1600","7"
"St. Mary`s York_CAM27","_RIOM22","6"
"St. Mary`s York_CAM27","Toul_VES13","6"
"St. Mary`s York_CAM27","Toul_ARS617","6"
"St. Mary`s York_CAM27","Tournai_LILLE49","6"
"St. Mary`s York_CAM27","Noyon_BN1615","6"
"St. Mary`s York_CAM27","Tournai_FECSN","6"
"St. Mary`s York_CAM27","Vercelli_MAZ1156","6"
"St. Mary`s York_CAM27","St. Riquier_ABBV17","6"
"St. Mary`s York_CAM27","Klosterneuburg_KLNB1010","6"
"St. Mary`s York_CAM27","Merseburg_S.LON(10)","6"
"St. Mary`s York_CAM27","Niederaltaich_MUN14741B","6"
"St. Mary`s York_CAM27","Kremsmünster_KREMS5(2)","6"
"St. Mary`s York_CAM27","Magdeburg_METZ1200B","6"
"St. Mary`s York_CAM27","Bamberg_PAUL26B","6"
"St. Mary`s York_CAM27","Linköping_UPS461","6"
"St. Mary`s York_CAM27","Guisborough_CAM30","6"
"St. Mary`s York_CAM27","_UDINE232B","6"
"St. Mary`s York_CAM27","Alba Julia_GUS1-34B","6"
"St. Mary`s York_CAM27","Speyer_S.1932-11","6"
"St. Mary`s York_CAM27","Meissen_BL16B","6"
"St. Mary`s York_CAM27","Bremen_CPHN39B","6"
"St. Mary`s York_CAM27","Brixen_VAT7227B","6"
"St. Mary`s York_CAM27","_MELUN12","6"
"St. Mary`s York_CAM27","Minden_S.1932-B","6"
"St. Mary`s York_CAM27","Cracow_VAT4751","6"
"St. Mary`s York_CAM27","Gran_BN8879B","6"
"St. Mary`s York_CAM27","Agram_VAT16B","6"
"St. Mary`s York_CAM27","Plock_S.1932-4","6"
"St. Mary`s York_CAM27","Olmütz_BL1487B","6"
"St. Mary`s York_CAM27","Breslau_BLSN(4)","6"
"St. Mary`s York_CAM27","Gnesen_VAT472","6"
"St. Mary`s York_CAM27","Hermits of St. Paul_MIL1856B","6"
"St. Mary`s York_CAM27","Lund_UPS515","6"
"St. Mary`s York_CAM27","Sion_SION47","6"
"St. Mary`s York_CAM27","Angers (?)_ANGERS130","6"
"St. Mary`s York_CAM27","St. Peter's Cardena_CHANT52","6"
"St. Mary`s York_CAM27","St. Cyran_COMP1-2","6"
"St. Mary`s York_CAM27","Macon_BASLE43","6"
"St. Mary`s York_CAM27","Chartres_BN1752","6"
"St. Mary`s York_CAM27","Chartres_VAT4756","6"
"St. Mary`s York_CAM27","Beaulieu-les-Loches_B1086","6"
"St. Mary`s York_CAM27","Cistercian_ROME1720","6"
"St. Mary`s York_CAM27","St. Bertin_GEN1273","6"
"St. Mary`s York_CAM27","_MUN23083","6"
"St. Mary`s York_CAM27","Williamites_CAMBR1284","6"
"St. Mary`s York_CAM27","Dominican_COLM384","6"
"St. Mary`s York_CAM27","_AVIGN121","6"
"St. Mary`s York_CAM27","_OXFUC12","6"
"St. Mary`s York_CAM27","Apt_OXF7","6"
"St. Mary`s York_CAM27","Beaulieu-les-le-Mans_GEN2627D","6"
"St. Mary`s York_CAM27","Odense_CPH29B","6"
"St. Mary`s York_CAM27","Schleswig_VATPROP","6"
"St. Mary`s York_CAM27","Toledo_TOL7","6"
"St. Mary`s York_CAM27","_MADR8694","6"
"St. Mary`s York_CAM27","Burgos_BN261","6"
"St. Mary`s York_CAM27","Seville_BN13234","6"
"St. Mary`s York_CAM27","Zamora_MADR25990","6"
"St. Mary`s York_CAM27","Plasencia_BN1589","6"
"St. Mary`s York_CAM27","Jaen_GEN84","6"
"St. Mary`s York_CAM27","Salamanca_MADR2658","6"
"St. Mary`s York_CAM27","Oviedo_MADRBAH2","6"
"St. Mary`s York_CAM27","Cuenca_CUENCA60","6"
"St. Mary`s York_CAM27","Burgos_BURG37","7"
"St. Mary`s York_CAM27","Ste Waudru Mons_BL16(2)","6"
"St. Mary`s York_CAM27","Maubeuge_VAT10288","7"
"St. Mary`s York_CAM27","Maubeuge_CAMBR133","7"
"St. Mary`s York_CAM27","St. Ghislain_DOUAI133","6"
"St. Mary`s York_CAM27","Dominican Vienna_VIE1894","6"
"St. Mary`s York_CAM27","Heiligenkreuz_HEIL65","6"
"St. Mary`s York_CAM27","Brixen diocese_BRIXEN_MIN","6"
"Lerida_BN1309(A)","Lyre_EVREUX121","6"
"Lerida_BN1309(A)","St. Peter's Cardena_CHANT52","6"
"Lerida_BN1309(A)","_MONZAB15","6"
"Lerida_BN1309(A)","Roman_S.1938-10","6"
"Lerida_BN1309(A)","Limoges_BN1396","6"
"Lerida_BN1309(A)","St. Ulrich & Afra Augsburg_VAT517","6"
"Lerida_BN1309(A)","Poor Clares_LISB166","6"
"Lerida_BN1309(A)","Roman_PER28","6"
"Lerida_BN1309(A)","Franciscan_CLG107","6"
"Lerida_BN1309(A)","_UPS517(1)","6"
"Lerida_BN1309(A)","Austin Friars_METZ584","6"
"Lerida_BN1309(A)","Rodez_GEN202","6"
"Lerida_BN1309(A)","Tournai_CPHG1605","6"
"Lerida_BN1309(A)","_VAT33B","6"
"Lerida_BN1309(A)","St. Simeon Trier_TREV427B","6"
"Lerida_BN1309(A)","St. Denis Rheims_BN915","7"
"Lerida_BN1309(A)","Rheims_BN18021","7"
"Lerida_BN1309(A)","La Couture_GEN1372","7"
"Lerida_BN1309(A)","Notre-Dame-des-Pres-les-Troyes_B1234","7"
"Lerida_BN1309(A)","Braga_BRAGASEM","7"
"Lerida_BN1309(A)","Rheims_TROY1951","6"
"Lerida_BN1309(A)","Braga_BRAGA1933","6"
"Lerida_BN1309(A)","Croix-St-Leufroy_BOUV(2)","6"
"Lerida_BN1309(A)","Braga_BRAGAMUS","6"
"Lerida_BN1309(A)","_BN4509","6"
"Lerida_BN1309(A)","Westminster_OXF10","6"
"Lerida_BN1309(A)","Tulle_BN1257","6"
"Lerida_BN1309(A)","St. Frideswide Oxford_BL157","6"
"Lerida_BN1309(A)","St. Maur-des-Fosses_BN12037","6"
"Lerida_BN1309(A)","Marchiennes_DOUAI138","6"
"Lerida_BN1309(A)","Faremoutiers_MAZ349","6"
"Lerida_BN1309(A)","Sepulchre de Cambrai_CAMBR102","6"
"Lerida_BN1309(A)","_CPHN29","6"
"Lerida_BN1309(A)","Beaulieu-les-Loches_LOCH7","6"
"Lerida_BN1309(A)","St. Serge_S.1938-2","6"
"Lerida_BN1309(A)","St. Laumer_VAT60","6"
"Lerida_BN1309(A)","St. Melaine_BN27701","6"
"Lerida_BN1309(A)","Fecamp_ROUEN253","6"
"Lerida_BN1309(A)","Marmoutier_GEN1370","6"
"Lerida_BN1309(A)","St. Martial_BN783","6"
"Lerida_BN1309(A)","Vezelay_LYO555","6"
"Lerida_BN1309(A)","Hasnon_VERD113","6"
"Lerida_BN1309(A)","Pamplona_BN4947","6"
"Lerida_BN1309(A)","Le Mans_NYPML17","6"
"Lerida_BN1309(A)","Münster_GRGT(1)B","6"
"Lerida_BN1309(A)","Münster_MUNST(1)B","6"
"_ZUR174","_EPIN127D","6"
"Salerno_SALERNO","Subiaco_SUB160","6"
"Salerno_SALERNO","Zwiefalten_STUTT105","6"
"Salerno_SALERNO","Lyre_EVREUX121","6"
"Salerno_SALERNO","Klosterneuburg_KLNB1011B","6"
"Salerno_SALERNO","Worms_BN1310B","6"
