"from","to","Weight"
"Carthusian_DIJON617","Carthusian_AVIGN110","9"
"Carthusian_DIJON617","Carthusian_MCR414","9"
"Carthusian_DIJON617","Carthusian_BN1696","9"
"Carthusian_DIJON617","Carthusian_BN27975","9"
"Carthusian_DIJON617","Carthusian_VIE1309","9"
"Carthusian_MARS119","Carthusian_METZ474","9"
"Carthusian_MARS119","Carthusian_METZ589","9"
"Carthusian_MARS119","Carthusian_ST.OM427","9"
"Carthusian_MARS119","Carthusian_VAT10296","9"
"Carthusian_MARS119","Carthusian_CPHC768","9"
"Carthusian_MARS119","Carthusian_BERL74","9"
"Carthusian_MARS119","Carthusian_S.LON(12)","9"
"Carthusian_MARS119","Carthusian_METZ466","9"
"Carthusian_MARS119","Carthusian_WAG286","9"
"Carthusian_MARS119","Carthusian_BN6250","9"
"Carthusian_MARS119","Carthusian_AVIGN110","9"
"Carthusian_MARS119","Carthusian_MCR414","9"
"Carthusian_MARS119","Carthusian_BN1696","9"
"Carthusian_MARS119","Carthusian_BN27975","9"
"Carthusian_MARS119","Carthusian_VIE1309","9"
"Carthusian_METZ474","Carthusian_METZ589","9"
"Carthusian_METZ474","Carthusian_ST.OM427","9"
"Carthusian_METZ474","Carthusian_VAT10296","9"
"Carthusian_METZ474","Carthusian_CPHC768","9"
"Carthusian_METZ474","Carthusian_BERL74","9"
"Carthusian_METZ474","Carthusian_S.LON(12)","9"
"Carthusian_METZ474","Carthusian_METZ466","9"
"Carthusian_METZ474","Carthusian_WAG286","9"
"Carthusian_METZ474","Carthusian_BN6250","9"
"Carthusian_METZ474","Carthusian_AVIGN110","9"
"Carthusian_METZ474","Carthusian_MCR414","9"
"Carthusian_METZ474","Carthusian_BN1696","9"
"Carthusian_METZ474","Carthusian_BN27975","9"
"Carthusian_METZ474","Carthusian_VIE1309","9"
"Carthusian_METZ589","Carthusian_ST.OM427","9"
"Carthusian_METZ589","Carthusian_VAT10296","9"
"Carthusian_METZ589","Carthusian_CPHC768","9"
"Carthusian_METZ589","Carthusian_BERL74","9"
"Carthusian_METZ589","Carthusian_S.LON(12)","9"
"Carthusian_METZ589","Carthusian_METZ466","9"
"Carthusian_METZ589","Carthusian_WAG286","9"
"Carthusian_METZ589","Carthusian_BN6250","9"
"Carthusian_METZ589","Carthusian_AVIGN110","9"
"Carthusian_METZ589","Carthusian_MCR414","9"
"Carthusian_METZ589","Carthusian_BN1696","9"
"Carthusian_METZ589","Carthusian_BN27975","9"
"Carthusian_METZ589","Carthusian_VIE1309","9"
"Carthusian_ST.OM427","Carthusian_VAT10296","9"
"Carthusian_ST.OM427","Carthusian_CPHC768","9"
"Carthusian_ST.OM427","Carthusian_BERL74","9"
"Carthusian_ST.OM427","Carthusian_S.LON(12)","9"
"Carthusian_ST.OM427","Carthusian_METZ466","9"
"Carthusian_ST.OM427","Carthusian_WAG286","9"
"Carthusian_ST.OM427","Carthusian_BN6250","9"
"Carthusian_ST.OM427","Carthusian_AVIGN110","9"
"Carthusian_ST.OM427","Carthusian_MCR414","9"
"Carthusian_ST.OM427","Carthusian_BN1696","9"
"Carthusian_ST.OM427","Carthusian_BN27975","9"
"Carthusian_ST.OM427","Carthusian_VIE1309","9"
"Carthusian_VAT10296","Carthusian_CPHC768","9"
"Carthusian_VAT10296","Carthusian_BERL74","9"
"Carthusian_VAT10296","Carthusian_S.LON(12)","9"
"Carthusian_VAT10296","Carthusian_METZ466","9"
