"Source","Target","Weight"
"Remiremont_BN1508","Crowland_BL230","8"
"Remiremont_BN1508","Sarum_EDINB13","8"
"Remiremont_BN1508","Countances_BN786D","8"
"Remiremont_BN1508","Lisieux_GEN113","8"
"Remiremont_BN1508","Rouen_ROUEN326","8"
"Remiremont_BN1508","_S.1935-5","8"
"Remiremont_BN1508","Brigittine (Syon)_OXF4","8"
"Remiremont_BN1508","Aberdeen_ABERDSN","8"
"Remiremont_BN1508","Rouen_BN10549","8"
"Remiremont_BN1508","St. Maur Verdun_EPIN235","8"
"Remiremont_BN1508","Arezzo_VAT4772","7"
"Remiremont_BN1508","Hastieres_MUN13067B","7"
"Remiremont_BN1508","Montieramey_TROY721B","7"
"Remiremont_BN1508","St. Vanne_VERD129B","7"
"Remiremont_BN1508","Stavelot_BRU6386","7"
"Remiremont_BN1508","St. Arnulf_METZ573","7"
"Remiremont_BN1508","Durham_BL804S","7"
"Remiremont_BN1508","St. Bees_OXFG1","7"
"Remiremont_BN1508","Coutances_MADR20","7"
"Remiremont_BN1508","Ste Catherine-du-Mont_ROUEN203","7"
"Remiremont_BN1508","Senones_NOGSN","7"
"Remiremont_BN1508","St. Symphorian_METZSSN","7"
"Remiremont_BN1508","Murbach_COLM229B","8"
"Remiremont_BN1508","S. Lupo di Beneveto_VAT176S","7"
"Remiremont_BN1508","Bobbio_S.1952","7"
"Remiremont_BN1508","Chester_BL431","8"
"Remiremont_BN1508","Bodmin_OXF22","8"
"Remiremont_BN1508","Angouleme_BL7","7"
"Remiremont_BN1508","Saintes_BN1307","7"
"Remiremont_BN1508","Angouleme_MAZ11872","7"
"Remiremont_BN1508","Nantes_GEN1251","7"
"Remiremont_BN1508","_MISERSN","7"
"Remiremont_BN1508","Chalon-sur-Saone_BN13273","7"
"Remiremont_BN1508","York_BL1663","7"
"Remiremont_BN1508","Compostela_SANTSN","7"
"Remiremont_BN1508","Dol_ARS102","7"
"Remiremont_BN1508","Orense_ORENSE9","7"
"Remiremont_BN1508","Tiron_BL8","7"
"Remiremont_BN1508","Tuy_PORT51","7"
"Remiremont_BN1508","Avranches_BN241","7"
"Remiremont_BN1508","Rouen_BN1163","7"
"Remiremont_BN1508","Dol_BN24022","7"
"Remiremont_BN1508","St. Lo-de-Rouen_GEN2634D","7"
"Remiremont_BN1508","Rouen_ROUEN195","7"
"Remiremont_BN1508","St. Brieuc_MALO1600","8"
"Remiremont_BN1508","_RIOM22","7"
"Remiremont_BN1508","Toul_VES13","7"
"Remiremont_BN1508","Toul_ARS617","7"
"Remiremont_BN1508","Tournai_LILLE49","7"
"Remiremont_BN1508","Noyon_BN1615","7"
"Remiremont_BN1508","Tournai_FECSN","7"
"Remiremont_BN1508","Vercelli_MAZ1156","7"
"Remiremont_BN1508","St. Riquier_ABBV17","7"
"Remiremont_BN1508","Klosterneuburg_KLNB1010","7"
"Remiremont_BN1508","Merseburg_S.LON(10)","7"
"Remiremont_BN1508","Niederaltaich_MUN14741B","7"
"Remiremont_BN1508","Kremsmünster_KREMS5(2)","7"
"Remiremont_BN1508","Magdeburg_METZ1200B","7"
"Remiremont_BN1508","Bamberg_PAUL26B","7"
"Remiremont_BN1508","Linköping_UPS461","7"
"Remiremont_BN1508","Guisborough_CAM30","7"
"Remiremont_BN1508","_UDINE232B","7"
"Remiremont_BN1508","Alba Julia_GUS1-34B","7"
"Remiremont_BN1508","Speyer_S.1932-11","7"
"Remiremont_BN1508","Meissen_BL16B","7"
"Remiremont_BN1508","Bremen_CPHN39B","7"
"Remiremont_BN1508","Brixen_VAT7227B","7"
"Remiremont_BN1508","_MELUN12","7"
"Remiremont_BN1508","Minden_S.1932-B","7"
"Remiremont_BN1508","Cracow_VAT4751","7"
"Remiremont_BN1508","Gran_BN8879B","7"
"Remiremont_BN1508","Agram_VAT16B","7"
"Remiremont_BN1508","Plock_S.1932-4","7"
"Remiremont_BN1508","Olmütz_BL1487B","7"
"Remiremont_BN1508","Breslau_BLSN(4)","7"
"Remiremont_BN1508","Gnesen_VAT472","7"
"Remiremont_BN1508","Hermits of St. Paul_MIL1856B","7"
"Remiremont_BN1508","Lund_UPS515","7"
"Remiremont_BN1508","Sion_SION47","7"
"Remiremont_BN1508","Angers (?)_ANGERS130","7"
"Remiremont_BN1508","St. Peter's Cardena_CHANT52","7"
"Remiremont_BN1508","St. Cyran_COMP1-2","7"
"Remiremont_BN1508","Burgos_BURG37","7"
"Remiremont_BN1508","Maubeuge_VAT10288","7"
"Remiremont_BN1508","Maubeuge_CAMBR133","7"
"Remiremont_BN1508","Dominican Vienna_VIE1894","8"
"Remiremont_BN1508","Brixen diocese_BRIXEN_MIN","7"
"Hospitallers_STRASN1","Zwiefalten_STUTT116","9"
"Hospitallers_STRASN1","Blaubeuren_STUTT222","9"
"Hospitallers_STRASN1","Camaldolese (Rome)_VAT7599","8"
"Hospitallers_STRASN1","Camaldolese (Rome)_VAT7722","8"
"Hospitallers_STRASN1","Camaldolese (Florence)_BL27171","8"
"Hospitallers_STRASN1","Camaldolese_MIL1048","8"
"Hospitallers_STRASN1","St. Eutizio_VALL8","8"
"Hospitallers_STRASN1","Camaldolese_TOL14","8"
"Hospitallers_STRASN1","Nursia_VALL5","8"
"Hospitallers_STRASN1","Zwiefalten_KRL60B","8"
"Hospitallers_STRASN1","St. Lambrecht_BL18306B","8"
"Hospitallers_STRASN1","Ochsenhausen_STUTT117","8"
"Hospitallers_STRASN1","Dominican_CLG20","8"
"Hospitallers_STRASN1","Ste Croix Paris_MAZ372","8"
"Hospitallers_STRASN1","Teutonic Order_FULD122B","8"
"Hospitallers_STRASN1","_STKH102","8"
"Hospitallers_STRASN1","Uppsala_STKHTL","8"
"Hospitallers_STRASN1","Skara_UPS97","8"
"Hospitallers_STRASN1","Västeras_GEN1292","8"
"Hospitallers_STRASN1","Abo_STKHSN1","8"
"Hospitallers_STRASN1","Mercedarians_MADR14265","8"
"Hospitallers_STRASN1","Dominican_CPHN632","8"
"Hospitallers_STRASN1","Pontetetto_LUCCA601","7"
"Hospitallers_STRASN1","Lucca_LUCCA606","7"
"Hospitallers_STRASN1","Canterbury_BL155","7"
"Hospitallers_STRASN1","Nidaros_CPHN133","8"
"Hospitallers_STRASN1","Carmelite_BLU-C","8"
"Hospitallers_STRASN1","Hereford_HEREFDSN","8"
"Hospitallers_STRASN1","Lincoln_BL38116","8"
"Hospitallers_STRASN1","Metz_ARS570","8"
"Hospitallers_STRASN1","Sarum_BL305","8"
"Hospitallers_STRASN1","Templars_BN10478D","8"
"Hospitallers_STRASN1","Reenes_S.1893","8"
"Hospitallers_STRASN1","Oxford_VAT4757","8"
"Hospitallers_STRASN1","Rennes_ARS616","8"
"Hospitallers_STRASN1","Rouen_BN4600","8"
"Hospitallers_STRASN1","_HAAG68","8"
"Hospitallers_STRASN1","St. Arnulf_METZ333","8"
"Hospitallers_STRASN1","Lisieux_CAEN17","8"
"Hospitallers_STRASN1","Coutances_S.1953-2","8"
"Hospitallers_STRASN1","The Hague_HAAG73B","8"
"Hospitallers_STRASN1","Hospitallers_BN1400","8"
"Hospitallers_STRASN1","Hours of Marie de Bohun_CPHT547","8"
"Hospitallers_STRASN1","Montieramey_BN1063","8"
"Hospitallers_STRASN1","Seez_BN1272","8"
"Hospitallers_STRASN1","St. Lo-de-Rouen_GEN1265","8"
"Hospitallers_STRASN1","St. Jacut-de-la-Mer_BN3081","8"
"Hospitallers_STRASN1","St. Sauveur Toul_BN17998","8"
"Hospitallers_STRASN1","St. Lo-de-Coutances_GEN2722","8"
"Hospitallers_STRASN1","Dol_OXF26","8"
"Hospitallers_STRASN1","Aversa_VAT12","8"
"Hospitallers_STRASN1","Vannes_GEN225","8"
"Hospitallers_STRASN1","Crowland_BL230","8"
"Hospitallers_STRASN1","Sarum_EDINB13","8"
"Hospitallers_STRASN1","Countances_BN786D","8"
"Hospitallers_STRASN1","Lisieux_GEN113","8"
"Hospitallers_STRASN1","Rouen_ROUEN326","8"
"Hospitallers_STRASN1","_S.1935-5","8"
"Hospitallers_STRASN1","Brigittine (Syon)_OXF4","8"
"Hospitallers_STRASN1","Aberdeen_ABERDSN","8"
"Hospitallers_STRASN1","Rouen_BN10549","8"
"Hospitallers_STRASN1","St. Maur Verdun_EPIN235","8"
"Hospitallers_STRASN1","Arezzo_VAT4772","7"
"Hospitallers_STRASN1","Hastieres_MUN13067B","7"
"Hospitallers_STRASN1","Montieramey_TROY721B","7"
"Hospitallers_STRASN1","St. Vanne_VERD129B","7"
"Hospitallers_STRASN1","Stavelot_BRU6386","7"
"Hospitallers_STRASN1","St. Arnulf_METZ573","7"
"Hospitallers_STRASN1","Durham_BL804S","7"
"Hospitallers_STRASN1","St. Bees_OXFG1","7"
"Hospitallers_STRASN1","Coutances_MADR20","7"
"Hospitallers_STRASN1","Ste Catherine-du-Mont_ROUEN203","7"
"Hospitallers_STRASN1","Senones_NOGSN","7"
"Hospitallers_STRASN1","St. Symphorian_METZSSN","7"
"Hospitallers_STRASN1","Murbach_COLM229B","8"
"Hospitallers_STRASN1","S. Lupo di Beneveto_VAT176S","7"
"Hospitallers_STRASN1","Bobbio_S.1952","7"
"Hospitallers_STRASN1","Chester_BL431","8"
"Hospitallers_STRASN1","Bodmin_OXF22","8"
"Hospitallers_STRASN1","Angouleme_BL7","7"
"Hospitallers_STRASN1","Saintes_BN1307","7"
"Hospitallers_STRASN1","Angouleme_MAZ11872","7"
"Hospitallers_STRASN1","Nantes_GEN1251","7"
"Hospitallers_STRASN1","_MISERSN","7"
"Hospitallers_STRASN1","Chalon-sur-Saone_BN13273","7"
"Hospitallers_STRASN1","York_BL1663","7"
"Hospitallers_STRASN1","Compostela_SANTSN","7"
"Hospitallers_STRASN1","Dol_ARS102","7"
"Hospitallers_STRASN1","Orense_ORENSE9","7"
"Hospitallers_STRASN1","Tiron_BL8","7"
"Hospitallers_STRASN1","Tuy_PORT51","7"
"Hospitallers_STRASN1","Avranches_BN241","7"
"Hospitallers_STRASN1","Rouen_BN1163","7"
"Hospitallers_STRASN1","Dol_BN24022","7"
"Hospitallers_STRASN1","St. Lo-de-Rouen_GEN2634D","7"
"Hospitallers_STRASN1","Rouen_ROUEN195","7"
"Hospitallers_STRASN1","St. Brieuc_MALO1600","8"
"Hospitallers_STRASN1","_RIOM22","7"
"Hospitallers_STRASN1","Toul_VES13","7"
"Hospitallers_STRASN1","Toul_ARS617","7"
"Hospitallers_STRASN1","Tournai_LILLE49","7"
"Hospitallers_STRASN1","Noyon_BN1615","7"
"Hospitallers_STRASN1","Tournai_FECSN","7"
"Hospitallers_STRASN1","Vercelli_MAZ1156","7"
"Hospitallers_STRASN1","St. Riquier_ABBV17","7"
"Hospitallers_STRASN1","Klosterneuburg_KLNB1010","7"
"Hospitallers_STRASN1","Merseburg_S.LON(10)","7"
"Hospitallers_STRASN1","Niederaltaich_MUN14741B","7"
"Hospitallers_STRASN1","Kremsmünster_KREMS5(2)","7"
"Hospitallers_STRASN1","Magdeburg_METZ1200B","7"
"Hospitallers_STRASN1","Bamberg_PAUL26B","7"
"Hospitallers_STRASN1","Linköping_UPS461","7"
"Hospitallers_STRASN1","Guisborough_CAM30","7"
"Hospitallers_STRASN1","_UDINE232B","7"
"Hospitallers_STRASN1","Alba Julia_GUS1-34B","7"
"Hospitallers_STRASN1","Speyer_S.1932-11","7"
"Hospitallers_STRASN1","Meissen_BL16B","7"
"Hospitallers_STRASN1","Bremen_CPHN39B","7"
"Hospitallers_STRASN1","Brixen_VAT7227B","7"
"Hospitallers_STRASN1","_MELUN12","7"
"Hospitallers_STRASN1","Minden_S.1932-B","7"
"Hospitallers_STRASN1","Cracow_VAT4751","7"
"Hospitallers_STRASN1","Gran_BN8879B","7"
"Hospitallers_STRASN1","Agram_VAT16B","7"
"Hospitallers_STRASN1","Plock_S.1932-4","7"
"Hospitallers_STRASN1","Olmütz_BL1487B","7"
"Hospitallers_STRASN1","Breslau_BLSN(4)","7"
"Hospitallers_STRASN1","Gnesen_VAT472","7"
"Hospitallers_STRASN1","Hermits of St. Paul_MIL1856B","7"
"Hospitallers_STRASN1","Lund_UPS515","7"
"Hospitallers_STRASN1","Sion_SION47","7"
"Hospitallers_STRASN1","Angers (?)_ANGERS130","7"
"Hospitallers_STRASN1","St. Peter's Cardena_CHANT52","7"
"Hospitallers_STRASN1","St. Cyran_COMP1-2","7"
"Hospitallers_STRASN1","Burgos_BURG37","7"
"Hospitallers_STRASN1","Maubeuge_VAT10288","7"
"Hospitallers_STRASN1","Maubeuge_CAMBR133","7"
"Hospitallers_STRASN1","Dominican Vienna_VIE1894","8"
"Hospitallers_STRASN1","Brixen diocese_BRIXEN_MIN","7"
"Zwiefalten_STUTT116","Blaubeuren_STUTT222","9"
"Zwiefalten_STUTT116","Camaldolese (Rome)_VAT7599","8"
"Zwiefalten_STUTT116","Camaldolese (Rome)_VAT7722","8"
"Zwiefalten_STUTT116","Camaldolese (Florence)_BL27171","8"
"Zwiefalten_STUTT116","Camaldolese_MIL1048","8"
"Zwiefalten_STUTT116","St. Eutizio_VALL8","8"
"Zwiefalten_STUTT116","Camaldolese_TOL14","8"
"Zwiefalten_STUTT116","Nursia_VALL5","8"
"Zwiefalten_STUTT116","Zwiefalten_KRL60B","8"
"Zwiefalten_STUTT116","St. Lambrecht_BL18306B","8"
"Zwiefalten_STUTT116","Ochsenhausen_STUTT117","8"
"Zwiefalten_STUTT116","Dominican_CLG20","8"
"Zwiefalten_STUTT116","Ste Croix Paris_MAZ372","8"
"Zwiefalten_STUTT116","Teutonic Order_FULD122B","8"
"Zwiefalten_STUTT116","_STKH102","8"
"Zwiefalten_STUTT116","Uppsala_STKHTL","8"
"Zwiefalten_STUTT116","Skara_UPS97","8"
"Zwiefalten_STUTT116","Västeras_GEN1292","8"
"Zwiefalten_STUTT116","Abo_STKHSN1","8"
"Zwiefalten_STUTT116","Mercedarians_MADR14265","8"
"Zwiefalten_STUTT116","Dominican_CPHN632","8"
"Zwiefalten_STUTT116","Pontetetto_LUCCA601","7"
"Zwiefalten_STUTT116","Lucca_LUCCA606","7"
"Zwiefalten_STUTT116","Canterbury_BL155","7"
"Zwiefalten_STUTT116","Nidaros_CPHN133","8"
"Zwiefalten_STUTT116","Carmelite_BLU-C","8"
"Zwiefalten_STUTT116","Hereford_HEREFDSN","8"
"Zwiefalten_STUTT116","Lincoln_BL38116","8"
"Zwiefalten_STUTT116","Metz_ARS570","8"
"Zwiefalten_STUTT116","Sarum_BL305","8"
"Zwiefalten_STUTT116","Templars_BN10478D","8"
"Zwiefalten_STUTT116","Reenes_S.1893","8"
"Zwiefalten_STUTT116","Oxford_VAT4757","8"
"Zwiefalten_STUTT116","Rennes_ARS616","8"
"Zwiefalten_STUTT116","Rouen_BN4600","8"
"Zwiefalten_STUTT116","_HAAG68","8"
"Zwiefalten_STUTT116","St. Arnulf_METZ333","8"
"Zwiefalten_STUTT116","Lisieux_CAEN17","8"
"Zwiefalten_STUTT116","Coutances_S.1953-2","8"
"Zwiefalten_STUTT116","The Hague_HAAG73B","8"
"Zwiefalten_STUTT116","Hospitallers_BN1400","8"
"Zwiefalten_STUTT116","Hours of Marie de Bohun_CPHT547","8"
"Zwiefalten_STUTT116","Montieramey_BN1063","8"
"Zwiefalten_STUTT116","Seez_BN1272","8"
"Zwiefalten_STUTT116","St. Lo-de-Rouen_GEN1265","8"
"Zwiefalten_STUTT116","St. Jacut-de-la-Mer_BN3081","8"
"Zwiefalten_STUTT116","St. Sauveur Toul_BN17998","8"
"Zwiefalten_STUTT116","St. Lo-de-Coutances_GEN2722","8"
"Zwiefalten_STUTT116","Dol_OXF26","8"
"Zwiefalten_STUTT116","Aversa_VAT12","8"
"Zwiefalten_STUTT116","Vannes_GEN225","8"
"Zwiefalten_STUTT116","Crowland_BL230","8"
"Zwiefalten_STUTT116","Sarum_EDINB13","8"
"Zwiefalten_STUTT116","Countances_BN786D","8"
"Zwiefalten_STUTT116","Lisieux_GEN113","8"
"Zwiefalten_STUTT116","Rouen_ROUEN326","8"
"Zwiefalten_STUTT116","_S.1935-5","8"
"Zwiefalten_STUTT116","Brigittine (Syon)_OXF4","8"
"Zwiefalten_STUTT116","Aberdeen_ABERDSN","8"
"Zwiefalten_STUTT116","Rouen_BN10549","8"
"Zwiefalten_STUTT116","St. Maur Verdun_EPIN235","8"
"Zwiefalten_STUTT116","Arezzo_VAT4772","7"
"Zwiefalten_STUTT116","Hastieres_MUN13067B","7"
"Zwiefalten_STUTT116","Montieramey_TROY721B","7"
"Zwiefalten_STUTT116","St. Vanne_VERD129B","7"
"Zwiefalten_STUTT116","Stavelot_BRU6386","7"
"Zwiefalten_STUTT116","St. Arnulf_METZ573","7"
"Zwiefalten_STUTT116","Durham_BL804S","7"
"Zwiefalten_STUTT116","St. Bees_OXFG1","7"
"Zwiefalten_STUTT116","Coutances_MADR20","7"
"Zwiefalten_STUTT116","Ste Catherine-du-Mont_ROUEN203","7"
"Zwiefalten_STUTT116","Senones_NOGSN","7"
"Zwiefalten_STUTT116","St. Symphorian_METZSSN","7"
"Zwiefalten_STUTT116","Murbach_COLM229B","8"
"Zwiefalten_STUTT116","S. Lupo di Beneveto_VAT176S","7"
"Zwiefalten_STUTT116","Bobbio_S.1952","7"
"Zwiefalten_STUTT116","Chester_BL431","8"
"Zwiefalten_STUTT116","Bodmin_OXF22","8"
"Zwiefalten_STUTT116","Angouleme_BL7","7"
"Zwiefalten_STUTT116","Saintes_BN1307","7"
"Zwiefalten_STUTT116","Angouleme_MAZ11872","7"
"Zwiefalten_STUTT116","Nantes_GEN1251","7"
"Zwiefalten_STUTT116","_MISERSN","7"
"Zwiefalten_STUTT116","Chalon-sur-Saone_BN13273","7"
"Zwiefalten_STUTT116","York_BL1663","7"
"Zwiefalten_STUTT116","Compostela_SANTSN","7"
"Zwiefalten_STUTT116","Dol_ARS102","7"
"Zwiefalten_STUTT116","Orense_ORENSE9","7"
"Zwiefalten_STUTT116","Tiron_BL8","7"
"Zwiefalten_STUTT116","Tuy_PORT51","7"
"Zwiefalten_STUTT116","Avranches_BN241","7"
"Zwiefalten_STUTT116","Rouen_BN1163","7"
"Zwiefalten_STUTT116","Dol_BN24022","7"
"Zwiefalten_STUTT116","St. Lo-de-Rouen_GEN2634D","7"
"Zwiefalten_STUTT116","Rouen_ROUEN195","7"
"Zwiefalten_STUTT116","St. Brieuc_MALO1600","8"
"Zwiefalten_STUTT116","_RIOM22","7"
"Zwiefalten_STUTT116","Toul_VES13","7"
"Zwiefalten_STUTT116","Toul_ARS617","7"
"Zwiefalten_STUTT116","Tournai_LILLE49","7"
"Zwiefalten_STUTT116","Noyon_BN1615","7"
"Zwiefalten_STUTT116","Tournai_FECSN","7"
"Zwiefalten_STUTT116","Vercelli_MAZ1156","7"
"Zwiefalten_STUTT116","St. Riquier_ABBV17","7"
"Zwiefalten_STUTT116","Klosterneuburg_KLNB1010","7"
"Zwiefalten_STUTT116","Merseburg_S.LON(10)","7"
"Zwiefalten_STUTT116","Niederaltaich_MUN14741B","7"
"Zwiefalten_STUTT116","Kremsmünster_KREMS5(2)","7"
"Zwiefalten_STUTT116","Magdeburg_METZ1200B","7"
"Zwiefalten_STUTT116","Bamberg_PAUL26B","7"
"Zwiefalten_STUTT116","Linköping_UPS461","7"
"Zwiefalten_STUTT116","Guisborough_CAM30","7"
"Zwiefalten_STUTT116","_UDINE232B","7"
"Zwiefalten_STUTT116","Alba Julia_GUS1-34B","7"
"Zwiefalten_STUTT116","Speyer_S.1932-11","7"
"Zwiefalten_STUTT116","Meissen_BL16B","7"
"Zwiefalten_STUTT116","Bremen_CPHN39B","7"
"Zwiefalten_STUTT116","Brixen_VAT7227B","7"
"Zwiefalten_STUTT116","_MELUN12","7"
"Zwiefalten_STUTT116","Minden_S.1932-B","7"
"Zwiefalten_STUTT116","Cracow_VAT4751","7"
"Zwiefalten_STUTT116","Gran_BN8879B","7"
"Zwiefalten_STUTT116","Agram_VAT16B","7"
"Zwiefalten_STUTT116","Plock_S.1932-4","7"
"Zwiefalten_STUTT116","Olmütz_BL1487B","7"
"Zwiefalten_STUTT116","Breslau_BLSN(4)","7"
"Zwiefalten_STUTT116","Gnesen_VAT472","7"
"Zwiefalten_STUTT116","Hermits of St. Paul_MIL1856B","7"
"Zwiefalten_STUTT116","Lund_UPS515","7"
"Zwiefalten_STUTT116","Sion_SION47","7"
"Zwiefalten_STUTT116","Angers (?)_ANGERS130","7"
"Zwiefalten_STUTT116","St. Peter's Cardena_CHANT52","7"
"Zwiefalten_STUTT116","St. Cyran_COMP1-2","7"
"Zwiefalten_STUTT116","Burgos_BURG37","7"
"Zwiefalten_STUTT116","Maubeuge_VAT10288","7"
"Zwiefalten_STUTT116","Maubeuge_CAMBR133","7"
"Zwiefalten_STUTT116","Dominican Vienna_VIE1894","8"
"Zwiefalten_STUTT116","Brixen diocese_BRIXEN_MIN","7"
"Blaubeuren_STUTT222","Camaldolese (Rome)_VAT7599","8"
"Blaubeuren_STUTT222","Camaldolese (Rome)_VAT7722","8"
"Blaubeuren_STUTT222","Camaldolese (Florence)_BL27171","8"
"Blaubeuren_STUTT222","Camaldolese_MIL1048","8"
"Blaubeuren_STUTT222","St. Eutizio_VALL8","8"
"Blaubeuren_STUTT222","Camaldolese_TOL14","8"
"Blaubeuren_STUTT222","Nursia_VALL5","8"
"Blaubeuren_STUTT222","Zwiefalten_KRL60B","8"
"Blaubeuren_STUTT222","St. Lambrecht_BL18306B","8"
"Blaubeuren_STUTT222","Ochsenhausen_STUTT117","8"
"Blaubeuren_STUTT222","Dominican_CLG20","8"
"Blaubeuren_STUTT222","Ste Croix Paris_MAZ372","8"
"Blaubeuren_STUTT222","Teutonic Order_FULD122B","8"
"Blaubeuren_STUTT222","_STKH102","8"
"Blaubeuren_STUTT222","Uppsala_STKHTL","8"
"Blaubeuren_STUTT222","Skara_UPS97","8"
"Blaubeuren_STUTT222","Västeras_GEN1292","8"
"Blaubeuren_STUTT222","Abo_STKHSN1","8"
"Blaubeuren_STUTT222","Mercedarians_MADR14265","8"
"Blaubeuren_STUTT222","Dominican_CPHN632","8"
"Blaubeuren_STUTT222","Pontetetto_LUCCA601","7"
"Blaubeuren_STUTT222","Lucca_LUCCA606","7"
"Blaubeuren_STUTT222","Canterbury_BL155","7"
"Blaubeuren_STUTT222","Nidaros_CPHN133","8"
"Blaubeuren_STUTT222","Carmelite_BLU-C","8"
"Blaubeuren_STUTT222","Hereford_HEREFDSN","8"
"Blaubeuren_STUTT222","Lincoln_BL38116","8"
"Blaubeuren_STUTT222","Metz_ARS570","8"
"Blaubeuren_STUTT222","Sarum_BL305","8"
"Blaubeuren_STUTT222","Templars_BN10478D","8"
"Blaubeuren_STUTT222","Reenes_S.1893","8"
"Blaubeuren_STUTT222","Oxford_VAT4757","8"
"Blaubeuren_STUTT222","Rennes_ARS616","8"
"Blaubeuren_STUTT222","Rouen_BN4600","8"
"Blaubeuren_STUTT222","_HAAG68","8"
"Blaubeuren_STUTT222","St. Arnulf_METZ333","8"
"Blaubeuren_STUTT222","Lisieux_CAEN17","8"
"Blaubeuren_STUTT222","Coutances_S.1953-2","8"
"Blaubeuren_STUTT222","The Hague_HAAG73B","8"
"Blaubeuren_STUTT222","Hospitallers_BN1400","8"
"Blaubeuren_STUTT222","Hours of Marie de Bohun_CPHT547","8"
"Blaubeuren_STUTT222","Montieramey_BN1063","8"
"Blaubeuren_STUTT222","Seez_BN1272","8"
"Blaubeuren_STUTT222","St. Lo-de-Rouen_GEN1265","8"
"Blaubeuren_STUTT222","St. Jacut-de-la-Mer_BN3081","8"
"Blaubeuren_STUTT222","St. Sauveur Toul_BN17998","8"
"Blaubeuren_STUTT222","St. Lo-de-Coutances_GEN2722","8"
"Blaubeuren_STUTT222","Dol_OXF26","8"
"Blaubeuren_STUTT222","Aversa_VAT12","8"
"Blaubeuren_STUTT222","Vannes_GEN225","8"
"Blaubeuren_STUTT222","Crowland_BL230","8"
"Blaubeuren_STUTT222","Sarum_EDINB13","8"
"Blaubeuren_STUTT222","Countances_BN786D","8"
"Blaubeuren_STUTT222","Lisieux_GEN113","8"
"Blaubeuren_STUTT222","Rouen_ROUEN326","8"
"Blaubeuren_STUTT222","_S.1935-5","8"
"Blaubeuren_STUTT222","Brigittine (Syon)_OXF4","8"
"Blaubeuren_STUTT222","Aberdeen_ABERDSN","8"
"Blaubeuren_STUTT222","Rouen_BN10549","8"
"Blaubeuren_STUTT222","St. Maur Verdun_EPIN235","8"
"Blaubeuren_STUTT222","Arezzo_VAT4772","7"
"Blaubeuren_STUTT222","Hastieres_MUN13067B","7"
"Blaubeuren_STUTT222","Montieramey_TROY721B","7"
"Blaubeuren_STUTT222","St. Vanne_VERD129B","7"
"Blaubeuren_STUTT222","Stavelot_BRU6386","7"
"Blaubeuren_STUTT222","St. Arnulf_METZ573","7"
"Blaubeuren_STUTT222","Durham_BL804S","7"
"Blaubeuren_STUTT222","St. Bees_OXFG1","7"
"Blaubeuren_STUTT222","Coutances_MADR20","7"
"Blaubeuren_STUTT222","Ste Catherine-du-Mont_ROUEN203","7"
"Blaubeuren_STUTT222","Senones_NOGSN","7"
"Blaubeuren_STUTT222","St. Symphorian_METZSSN","7"
"Blaubeuren_STUTT222","Murbach_COLM229B","8"
"Blaubeuren_STUTT222","S. Lupo di Beneveto_VAT176S","7"
"Blaubeuren_STUTT222","Bobbio_S.1952","7"
"Blaubeuren_STUTT222","Chester_BL431","8"
"Blaubeuren_STUTT222","Bodmin_OXF22","8"
"Blaubeuren_STUTT222","Angouleme_BL7","7"
"Blaubeuren_STUTT222","Saintes_BN1307","7"
"Blaubeuren_STUTT222","Angouleme_MAZ11872","7"
"Blaubeuren_STUTT222","Nantes_GEN1251","7"
"Blaubeuren_STUTT222","_MISERSN","7"
"Blaubeuren_STUTT222","Chalon-sur-Saone_BN13273","7"
"Blaubeuren_STUTT222","York_BL1663","7"
"Blaubeuren_STUTT222","Compostela_SANTSN","7"
"Blaubeuren_STUTT222","Dol_ARS102","7"
"Blaubeuren_STUTT222","Orense_ORENSE9","7"
"Blaubeuren_STUTT222","Tiron_BL8","7"
"Blaubeuren_STUTT222","Tuy_PORT51","7"
"Blaubeuren_STUTT222","Avranches_BN241","7"
"Blaubeuren_STUTT222","Rouen_BN1163","7"
"Blaubeuren_STUTT222","Dol_BN24022","7"
"Blaubeuren_STUTT222","St. Lo-de-Rouen_GEN2634D","7"
"Blaubeuren_STUTT222","Rouen_ROUEN195","7"
"Blaubeuren_STUTT222","St. Brieuc_MALO1600","8"
"Blaubeuren_STUTT222","_RIOM22","7"
"Blaubeuren_STUTT222","Toul_VES13","7"
"Blaubeuren_STUTT222","Toul_ARS617","7"
"Blaubeuren_STUTT222","Tournai_LILLE49","7"
"Blaubeuren_STUTT222","Noyon_BN1615","7"
"Blaubeuren_STUTT222","Tournai_FECSN","7"
"Blaubeuren_STUTT222","Vercelli_MAZ1156","7"
"Blaubeuren_STUTT222","St. Riquier_ABBV17","7"
"Blaubeuren_STUTT222","Klosterneuburg_KLNB1010","7"
"Blaubeuren_STUTT222","Merseburg_S.LON(10)","7"
"Blaubeuren_STUTT222","Niederaltaich_MUN14741B","7"
"Blaubeuren_STUTT222","Kremsmünster_KREMS5(2)","7"
"Blaubeuren_STUTT222","Magdeburg_METZ1200B","7"
"Blaubeuren_STUTT222","Bamberg_PAUL26B","7"
"Blaubeuren_STUTT222","Linköping_UPS461","7"
"Blaubeuren_STUTT222","Guisborough_CAM30","7"
"Blaubeuren_STUTT222","_UDINE232B","7"
"Blaubeuren_STUTT222","Alba Julia_GUS1-34B","7"
"Blaubeuren_STUTT222","Speyer_S.1932-11","7"
"Blaubeuren_STUTT222","Meissen_BL16B","7"
